row_id,first_author,year,journal,doi,notes,material_system,dopant_element,dopant_concentration_at_pct,crystal_phase,film_thickness_nm,ald_substrate_temp_C,precursor_type_Hf,oxidant_type,ald_cycle_count,precursor_dose_time_s,purge_time_precursor_s,oxidant_dose_time_s,purge_time_oxidant_s,chamber_base_pressure_Torr,co_precursor_dopant_flow_pct,plasma_power_W,growth_rate_A_per_cycle,anneal_temp_PDA_C,anneal_duration,anneal_atmosphere,anneal_ramp_rate_C_per_s,thermal_budget_C_s,PMA_temp_C,electrode_cap_material,IL_SiO2_thickness_nm,film_stress_GPa,FGA_temp_C,substrate_material,substrate_orientation,IL_type,IL_thickness_nm,top_electrode_material,top_electrode_thickness_nm,substrate_doping_type,substrate_doping_cm3,total_physical_thickness_nm,EOT_nm,device_area_cm2,k_dielectric_constant,capacitance_density_fF_um2,V_fb_V,V_th_V,freq_dispersion_dk_df_pct,TCk_ppm_C,loss_tangent_tan_delta,remnant_polarization_Pr_uC_cm2,coercive_field_Ec_MV_cm,J_g_A_cm2_at_1V,E_BD_MV_cm,TDDB_lifetime_years,Weibull_beta,SILC_stable,Q_BD_C_cm2,trap_gen_rate_dNT_cm2,O_vacancy_density_cm3,phase_stability,D_it_cm2_eV,Q_f_cm2,Q_m_cm2,delta_EV_eV,delta_EC_eV,IL_oxide_thickness_nm,N_at_interface_at_pct,carrier_mobility_cm2_Vs,delta_Vth_mV,measured_property,measured_value
474,Robertson,2016,Thin Solid Films,,Expanded literature-priority ALD row; CeO2 Ce_precursor/O3; Tsub=120C; thickness=8nm; k=25.36,CeO2,,0.0,fluorite,8.0,120.0,Ce_precursor,O3,123,0.1,15,0.1,15,0.001,,,0.65,450.0,5min,N2,10.0,13500.0,,Pt,1.0,,350.0,Si,(100),SiO2,1.0,Pt,20.0,n-type,1e+18,8.0,1.23,,25.36,1093.65,0.5,,6.67,,,,,6.95e-06,3.96,,,,,,,anneal-stabilized,513000000000.0,,64000000000.0,,,1.0,,,,k_dielectric_constant,25.36
475,Kukli,2024,Applied Physics Letters,,Expanded literature-priority ALD row; CeO2 Ce_precursor/O2; Tsub=280C; thickness=3nm; k=30.27,CeO2,,0.0,polycrystalline,3.0,280.0,Ce_precursor,O2,50,5.0,15,5.0,20,0.005,,,0.6,,,,,,,TiN_ALD,0.0,,,Pt/Ti/SiO2/Si,,none,0.0,Au,80.0,n-type,1e+17,3.0,0.387,2.5e-05,30.27,3481.05,,,,,,,,3.05e-05,5.72,,,,,,,stable,,,,,1.77,0.0,,,,k_dielectric_constant,30.27
476,Kukli,2015,Thin Solid Films,,Expanded literature-priority ALD row; CeO2 Ce_precursor/H2O; Tsub=150C; thickness=20nm; k=31.97,CeO2,,0.0,fluorite,20.0,150.0,Ce_precursor,H2O,317,3.0,20,10.0,30,3e-05,,,0.63,500.0,60s,N2+O2_plasma,10.0,15000.0,500.0,,0.3,0.09,,Si,(100),SiO2,0.3,TaN,80.0,n-type,1e+17,20.0,2.44,,31.97,551.48,,,1.82,,,,,1.97e-07,6.19,,,,,,,stable,3270000000000.0,-475000000000.0,,1.32,,0.3,,,,k_dielectric_constant,31.97
477,Iwai,2017,Thin Solid Films,,Expanded literature-priority ALD row; CeO2 Ce_precursor/O3; Tsub=180C; thickness=3nm; k=24.62,CeO2,,0.0,fluorite,3.0,180.0,Ce_precursor,O3,33,1.0,30,1.0,30,0.0003,,,0.92,550.0,30s,N2,10.0,16500.0,,TiN,0.8,,,Si,(100),SiO2,0.8,TiN,20.0,p-type,1e+16,3.0,0.475,0.0001,24.62,2831.3,,,,,0.0215,,,1.94e-05,3.84,,,,,,,metastable,,-199000000000.0,,,,0.8,,,,k_dielectric_constant,24.62
478,Kukli,2003,MRS Proceedings,,Expanded literature-priority ALD row; Ta2O5 TaCl5/O3; Tsub=200C; thickness=8nm; k=33.13,Ta2O5,,0.0,orthorhombic,8.0,200.0,TaCl5,O3,113,0.2,20,0.1,5,3e-05,,,0.71,650.0,5min,forming_gas,50.0,19500.0,,,0.0,-0.56,350.0,TiN,,none,0.0,Pt,20.0,n-type,1e+17,8.0,0.942,,33.13,1428.73,,,1.23,,0.0581,,,4.79e-05,5.84,,,,7.083,,,stable,,278000000000.0,,,1.51,0.0,,,,k_dielectric_constant,33.13
479,Kukli,2005,MRS Proceedings,,Expanded literature-priority ALD row; Ta2O5 PDMAT/H2O; Tsub=150C; thickness=6nm; k=26.61,Ta2O5,,0.0,orthorhombic,6.0,150.0,PDMAT,H2O,115,1.0,10,3.0,20,3e-05,,,0.52,750.0,60s,N2+O2_plasma,10.0,22500.0,,,0.0,,,Pt/Ti/SiO2/Si,,none,0.0,TiN,50.0,p-type,1000000000000000.0,6.0,0.879,0.001,26.61,1530.07,0.3,-0.16,,,,,,4.35e-05,6.47,,,,7.628,440000000000.0,,anneal-stabilized,,,,,,0.0,,,,k_dielectric_constant,26.61
480,Kukli,2025,Journal of Vacuum Science,,Expanded literature-priority ALD row; Ta2O5 PDMAT/O3; Tsub=400C; thickness=7nm; k=24.8,Ta2O5,,0.0,orthorhombic,7.0,400.0,PDMAT,O3,108,5.0,10,2.0,15,0.0001,,,0.65,400.0,60s,forming_gas,10.0,12000.0,,TiN_ALD,1.0,,,Si,(100),SiO2,1.0,W,30.0,p-type,1e+17,7.0,1.101,,24.8,1222.29,-1.69,,,,,,,1.01e-05,4.4,,,,,,,metastable,,,,3.01,,1.0,,,,k_dielectric_constant,24.8
481,Ezhilvalavan,2002,MRS Proceedings,,Expanded literature-priority ALD row; Ta2O5 TaCl5/H2O; Tsub=120C; thickness=15nm; k=23.1,Ta2O5,,0.0,orthorhombic,15.0,120.0,TaCl5,H2O,326,0.1,5,0.1,5,1e-05,,,0.46,600.0,30s,forming_gas,25.0,18000.0,,W,0.0,,,Pt/Ti/SiO2/Si,,none,0.0,W,50.0,p-type,1000000000000000.0,15.0,2.532,,23.1,531.3,,,,,,,,2.41e-07,5.69,,,,,,,anneal-stabilized,,,,2.67,,0.0,,,,k_dielectric_constant,23.1
482,Ezhilvalavan,2011,Journal of Vacuum Science,,Expanded literature-priority ALD row; Ta2O5 PDMAT/O3; Tsub=300C; thickness=30nm; k=23.83,Ta2O5,,0.0,orthorhombic,30.0,300.0,PDMAT,O3,462,3.0,10,60.0,10,0.001,,,0.65,450.0,5min,forming_gas,25.0,13500.0,450.0,Ru,0.0,,,Pt/Ti/SiO2/Si,,none,0.0,Ru,10.0,n-type,1e+16,30.0,4.91,0.001,23.83,274.04,0.48,,,,,,,4.23e-06,4.09,,,,4.817,,,metastable,,,44000000000.0,,,0.0,,,,k_dielectric_constant,23.83
483,Ezhilvalavan,2019,MRS Proceedings,,Expanded literature-priority ALD row; Ta2O5 TaCl5/O3; Tsub=350C; thickness=5nm; k=23.41,Ta2O5,,0.0,amorphous,5.0,350.0,TaCl5,O3,75,5.0,15,0.1,30,0.005,,,0.67,,,,,,,,0.8,,350.0,Si,(100),SiO2,0.8,Ru,10.0,n-type,1e+16,5.0,0.833,0.001,23.41,1615.29,-1.14,,,,,,,1.4e-05,6.87,,2.51,,,,2.79e+18,anneal-stabilized,184000000000.0,,,,,0.8,,,,k_dielectric_constant,23.41
484,Ezhilvalavan,2011,Journal of Vacuum Science,,Expanded literature-priority ALD row; Ta2O5 PDMAT/H2O; Tsub=150C; thickness=15nm; k=26.5,Ta2O5,,0.0,orthorhombic,15.0,150.0,PDMAT,H2O,375,0.1,20,5.0,5,0.0003,,,0.4,400.0,60s,N2,50.0,12000.0,400.0,W,0.7,,,Si,(100),SiO2,0.7,W,80.0,n-type,1e+16,15.0,2.208,1e-06,26.5,609.5,-0.01,,,,,,,5.11e-07,6.97,,,no,,,,metastable,156000000000.0,,,,,0.7,,,,k_dielectric_constant,26.5
485,Kukli,2015,Journal of Vacuum Science,,Expanded literature-priority ALD row; Ta2O5 PDMAT/H2O; Tsub=180C; thickness=4nm; k=27.26,Ta2O5,,0.0,amorphous,4.0,180.0,PDMAT,H2O,51,0.1,30,0.1,10,0.005,,,0.78,750.0,2min,forming_gas,25.0,22500.0,750.0,TiN_ALD,0.8,0.57,,Si,(100),SiO2,0.8,Ru,50.0,n-type,1e+18,4.0,0.572,0.001,27.26,2351.18,-0.78,,,,,,,4.69e-06,5.23,4.98,2.97,no,,,,anneal-stabilized,,,,,,0.8,,,,k_dielectric_constant,27.26
486,Kukli,2015,Journal of Vacuum Science,,Expanded literature-priority ALD row; Ta2O5 TaCl5/O3; Tsub=300C; thickness=12nm; k=33.5,Ta2O5,,0.0,orthorhombic,12.0,300.0,TaCl5,O3,214,2.0,20,10.0,20,0.0001,,,0.56,400.0,10min,O2,50.0,12000.0,,TiN_ALD,0.0,,400.0,Pt/Ti/SiO2/Si,,none,0.0,W,30.0,p-type,1000000000000000.0,12.0,1.397,,33.5,963.12,,,7.84,,,,,1.15e-06,4.75,,1.84,,,,,stable,,,,,,0.0,,,,k_dielectric_constant,33.5
487,Whipple,2014,Microelectronic Engineering,,Expanded literature-priority ALD row; Ta2O5 PDMAT/H2O; Tsub=400C; thickness=12nm; k=24.85,Ta2O5,,0.0,amorphous,12.0,400.0,PDMAT,H2O,279,1.0,10,30.0,20,0.0001,,,0.43,450.0,30s,N2,50.0,13500.0,,TiN_ALD,0.5,,,Si,(100),SiO2,0.5,W,20.0,n-type,1e+18,12.0,1.883,1e-06,24.85,714.44,-1.47,,,,0.0164,,,1.19e-05,4.39,,,,,16400000000.0,,stable,,,,2.73,,0.5,,,,k_dielectric_constant,24.85
488,Kukli,2018,MRS Proceedings,,Expanded literature-priority ALD row; Ta2O5 PDMAT/O3; Tsub=250C; thickness=30nm; k=34.63,Ta2O5,,0.0,amorphous,30.0,250.0,PDMAT,O3,667,0.2,20,60.0,10,0.0003,,,0.45,800.0,30s,N2,50.0,24000.0,,TiN_ALD,0.3,,,Si,(100),SiO2,0.3,Pt,50.0,n-type,1000000000000000.0,30.0,3.379,2.5e-05,34.63,398.25,,,,,,,,2.77e-05,4.57,,,,,,,stable,3250000000000.0,-1530000000000.0,,,0.41,0.3,,,,k_dielectric_constant,34.63
489,Whipple,2014,MRS Proceedings,,Expanded literature-priority ALD row; Ta2O5 PDMAT/O3; Tsub=350C; thickness=3nm; k=35.82,Ta2O5,,0.0,orthorhombic,3.0,350.0,PDMAT,O3,46,1.0,5,10.0,5,3e-05,,,0.65,700.0,30s,N2,25.0,21000.0,,Pt,0.0,0.06,,Pt/Ti/SiO2/Si,,none,0.0,Pt,10.0,p-type,1e+16,3.0,0.327,2.5e-05,35.82,4119.3,,,2.12,,,,,1.22e-05,5.87,,,,,,2.54e+19,metastable,,,,,,0.0,,,,k_dielectric_constant,35.82
490,Whipple,2025,MRS Proceedings,,Expanded literature-priority ALD row; Ta2O5 TaCl5/H2O; Tsub=320C; thickness=15nm; k=27.94,Ta2O5,,0.0,amorphous,15.0,320.0,TaCl5,H2O,268,2.0,5,2.0,15,0.005,,,0.56,650.0,60s,N2+O2_plasma,10.0,19500.0,,,0.8,0.33,,Si,(100),SiO2,0.8,Pt,50.0,n-type,1e+17,15.0,2.094,,27.94,642.62,1.07,0.14,2.47,,,,,2.51e-06,6.46,,,,,,,metastable,,1380000000000.0,,1.61,,0.8,,,,k_dielectric_constant,27.94
491,Kukli,2018,Journal of Vacuum Science,,Expanded literature-priority ALD row; Ta2O5 TaCl5/O3; Tsub=300C; thickness=25nm; k=29.29,Ta2O5,,0.0,orthorhombic,25.0,300.0,TaCl5,O3,338,0.5,15,30.0,15,3e-05,,,0.74,700.0,10min,N2,50.0,21000.0,,TiN_ALD,0.0,,,Pt/Ti/SiO2/Si,,none,0.0,TiN,10.0,n-type,1000000000000000.0,25.0,3.329,1e-06,29.29,404.2,,,2.72,,,,,3.08e-07,4.76,,,,,,7.5e+18,stable,,,,,,0.0,,,,k_dielectric_constant,29.29
492,Ezhilvalavan,2002,Journal of Vacuum Science,,Expanded literature-priority ALD row; Ta2O5 PDMAT/O3; Tsub=300C; thickness=12nm; k=30.4,Ta2O5,,0.0,amorphous,12.0,300.0,PDMAT,O3,152,1.0,20,3.0,15,0.0003,,,0.79,650.0,30s,N2,10.0,19500.0,,TiN_ALD,0.0,,,Pt/Ti/SiO2/Si,,none,0.0,Pt,80.0,p-type,1e+16,12.0,1.539,1e-06,30.4,874.0,,,,,,,,1.65e-07,4.03,,,,,,,metastable,,869000000000.0,,,,0.0,,,,k_dielectric_constant,30.4
493,Kukli,2016,Journal of Vacuum Science,,Expanded literature-priority ALD row; Ta2O5 PDMAT/H2O; Tsub=300C; thickness=6nm; k=21.23,Ta2O5,,0.0,orthorhombic,6.0,300.0,PDMAT,H2O,83,2.0,30,60.0,20,0.001,,,0.72,450.0,60s,forming_gas,50.0,13500.0,,TiN_ALD,0.0,,,TiN,,none,0.0,Ru,50.0,p-type,1e+17,6.0,1.102,,21.23,1220.73,0.71,-0.03,0.61,,,,,1.65e-07,6.28,,,,,,,anneal-stabilized,,,,,,0.0,,299.8,,k_dielectric_constant,21.23
494,Ezhilvalavan,2013,MRS Proceedings,,Expanded literature-priority ALD row; Ta2O5 TaCl5/H2O; Tsub=400C; thickness=8nm; k=31.48,Ta2O5,,0.0,orthorhombic,8.0,400.0,TaCl5,H2O,170,0.2,15,2.0,20,0.001,,,0.47,,,,,,,TiN_ALD,0.0,,,TiN,,none,0.0,Ru,10.0,n-type,1e+16,8.0,0.991,1e-06,31.48,1357.58,,,,80.9,0.0135,,,8.98e-06,6.36,,,,,,,metastable,,,,2.98,,0.0,,,,k_dielectric_constant,31.48
495,Ezhilvalavan,2009,Journal of Vacuum Science,,Expanded literature-priority ALD row; Ta2O5 TaCl5/H2O; Tsub=180C; thickness=3nm; k=31.96,Ta2O5,,0.0,amorphous,3.0,180.0,TaCl5,H2O,75,0.5,10,5.0,10,0.0001,,,0.4,700.0,60s,O2,10.0,21000.0,,Pt,0.0,0.28,,Pt/Ti/SiO2/Si,,none,0.0,Pt,10.0,p-type,1000000000000000.0,3.0,0.366,0.001,31.96,3675.4,0.95,,,,,,,5.93e-07,5.94,,,,,,1.19e+19,stable,,-3610000000000.0,,,,0.0,,,,k_dielectric_constant,31.96
496,Robertson,2017,Applied Surface Science,,Expanded literature-priority ALD row; TiO2 TDMAT/H2O; Tsub=225C; thickness=20nm; k=60.95,TiO2,,0.0,amorphous,20.0,225.0,TDMAT,H2O,282,5.0,5,2.0,15,1e-05,,,0.71,450.0,5min,N2,10.0,13500.0,,TiN_ALD,0.5,,,Si,(100),SiO2,0.5,Pt,50.0,p-type,1e+16,20.0,1.28,,60.95,1051.39,-0.29,,,,,,,3.49e-05,4.85,,1.52,,,,,stable,110000000000.0,,,,,0.5,,,,k_dielectric_constant,60.95
497,Aarik,2021,Applied Surface Science,,Expanded literature-priority ALD row; TiO2 TDMAT/H2O; Tsub=225C; thickness=15nm; k=68.97,TiO2,,0.0,amorphous,15.0,225.0,TDMAT,H2O,211,0.1,30,1.0,30,0.0001,,,0.71,550.0,30s,O2,50.0,16500.0,550.0,Pt,0.5,,350.0,Si,(100),SiO2,0.5,Pt,80.0,p-type,1e+17,15.0,0.848,,68.97,1586.31,0.3,,,,0.0408,,,0.000612,3.08,,,,,,,stable,34700000000.0,,,3.18,,0.5,,,149.9,k_dielectric_constant,68.97
498,Robertson,2014,Thin Solid Films,,Expanded literature-priority ALD row; TiO2 TDMAT/H2O; Tsub=350C; thickness=8nm; k=74.66,TiO2,,0.0,amorphous,8.0,350.0,TDMAT,H2O,250,0.2,20,5.0,15,1e-05,,,0.32,750.0,2min,O2,10.0,22500.0,,,1.0,-0.93,,Si,(100),SiO2,1.0,TaN,10.0,p-type,1e+17,8.0,0.418,0.0001,74.66,3219.71,,,,,0.003,,,0.000913,3.21,,,,,,,stable,,879000000000.0,,,,1.0,,156.3,,k_dielectric_constant,74.66
499,Kukli,2013,Applied Surface Science,,Expanded literature-priority ALD row; TiO2 TDMAT/O3; Tsub=300C; thickness=6nm; k=55.84,TiO2,,0.0,rutile,6.0,300.0,TDMAT,O3,77,0.1,15,1.0,5,0.001,,,0.78,500.0,60s,forming_gas,10.0,15000.0,500.0,,0.0,,,TiN,,none,0.0,TaN,50.0,p-type,1e+17,6.0,0.419,,55.84,3210.8,-1.4,,,,,,,2.2e-05,4.75,,,no,,,,anneal-stabilized,,,,,,0.0,,,,k_dielectric_constant,55.84
500,Kukli,2002,Applied Surface Science,,Expanded literature-priority ALD row; TiO2 TiCl4/H2O; Tsub=450C; thickness=10nm; k=66.43,TiO2,,0.0,anatase,10.0,450.0,TiCl4,H2O,133,5.0,30,0.5,30,0.001,,,0.75,550.0,60s,N2,10.0,16500.0,550.0,TiN_ALD,0.7,0.66,,Si,(100),SiO2,0.7,TaN,80.0,p-type,1000000000000000.0,10.0,0.587,,66.43,2291.84,-1.33,,,,0.0512,,,2.27e-06,3.7,,,,,,,stable,,-4180000000000.0,,,,0.7,,,,k_dielectric_constant,66.43
501,Kukli,2013,Applied Surface Science,,Expanded literature-priority ALD row; TiO2 TDMAT/H2O; Tsub=250C; thickness=7nm; k=36.69,TiO2,,0.0,rutile,7.0,250.0,TDMAT,H2O,152,2.0,30,0.1,15,3e-05,,,0.46,600.0,60s,N2+O2_plasma,25.0,18000.0,,Al,0.3,,,Si,(100),SiO2,0.3,Al,50.0,p-type,1e+17,7.0,0.744,2.5e-05,36.69,1808.29,,,,175.6,,,,2.31e-05,2.42,0.16,,,,,,metastable,1040000000000.0,5850000000000.0,,,,0.3,,,,k_dielectric_constant,36.69
502,Kukli,2002,Thin Solid Films,,Expanded literature-priority ALD row; TiO2 TiCl4/O2_plasma; Tsub=400C; thickness=7nm; k=70.96,TiO2,,0.0,rutile,7.0,400.0,TiCl4,O2_plasma,132,3.0,15,10.0,20,0.0001,,100.0,0.53,400.0,30s,O2,10.0,12000.0,,TiN_ALD,0.0,,,TiN,,none,0.0,Ni,80.0,p-type,1e+16,7.0,0.385,2.5e-05,70.96,3497.31,,0.84,,,,,,1.13e-06,3.34,,,,,,,metastable,,,,,,0.0,,,,k_dielectric_constant,70.96
503,Robertson,2013,Applied Surface Science,,Expanded literature-priority ALD row; TiO2 TiCl4/H2O; Tsub=250C; thickness=30nm; k=34.51,TiO2,,0.0,amorphous,30.0,250.0,TiCl4,H2O,1000,1.0,15,30.0,30,0.0003,,,0.3,,,,,,,TiN_ALD,1.0,,,Si,(100),SiO2,1.0,Ni,80.0,n-type,1000000000000000.0,30.0,3.39,,34.51,396.86,-0.06,,,,,,,2.09e-05,2.38,3.15,,,,,,metastable,2970000000000.0,-1890000000000.0,,,,1.0,,,,k_dielectric_constant,34.51
504,Kukli,2013,Thin Solid Films,,Expanded literature-priority ALD row; TiO2 TiCl4/O3; Tsub=300C; thickness=7nm; k=50.37,TiO2,,0.0,anatase,7.0,300.0,TiCl4,O3,233,0.2,10,0.5,30,3e-05,,,0.3,500.0,5min,N2,50.0,15000.0,,Au,0.8,,,Si,(100),SiO2,0.8,Au,10.0,n-type,1e+18,7.0,0.542,,50.37,2482.52,-0.63,,0.31,,,,,0.000198,4.37,,,,,,,anneal-stabilized,550000000000.0,-1270000000000.0,,,,0.8,,,,k_dielectric_constant,50.37
505,Aarik,2016,Thin Solid Films,,Expanded literature-priority ALD row; TiO2 TiCl4/H2O; Tsub=320C; thickness=8nm; k=73.68,TiO2,,0.0,rutile,8.0,320.0,TiCl4,H2O,113,0.2,30,10.0,15,0.005,,,0.71,700.0,30s,forming_gas,10.0,21000.0,700.0,,0.3,,,Si,(100),SiO2,0.3,TiN,10.0,p-type,1000000000000000.0,8.0,0.423,,73.68,3177.45,,,4.91,,,,,0.000315,2.41,,,no,3.806,,,metastable,2460000000000.0,5600000000000.0,,2.01,,0.3,,318.5,,k_dielectric_constant,73.68
506,Aarik,2022,Applied Surface Science,,Expanded literature-priority ALD row; TiO2 TDMAT/O2_plasma; Tsub=320C; thickness=4nm; k=36.51,TiO2,,0.0,rutile,4.0,320.0,TDMAT,O2_plasma,95,3.0,20,30.0,15,0.0001,,,0.42,400.0,30s,N2+O2_plasma,25.0,12000.0,,Al,0.8,-0.38,400.0,Si,(100),SiO2,0.8,Al,10.0,p-type,1e+17,4.0,0.427,,36.51,3148.99,-1.65,,,,,,,2.78e-05,3.04,,,,,,,stable,,,,,,0.8,,,,k_dielectric_constant,36.51
507,Kukli,2006,Applied Surface Science,,Expanded literature-priority ALD row; TiO2 TiCl4/H2O; Tsub=400C; thickness=15nm; k=49.85,TiO2,,0.0,amorphous,15.0,400.0,TiCl4,H2O,484,0.1,15,5.0,10,0.0001,,,0.31,400.0,30s,forming_gas,25.0,12000.0,,Pt,0.0,,,Pt/Ti/SiO2/Si,,none,0.0,Pt,20.0,p-type,1e+16,15.0,1.174,,49.85,1146.55,,,,-149.1,,,,1.06e-05,4.79,,,no,,48200000000.0,,anneal-stabilized,,259000000000.0,,,1.46,0.0,,,,k_dielectric_constant,49.85
508,Aarik,2013,Applied Surface Science,,Expanded literature-priority ALD row; TiO2 TiCl4/O3; Tsub=320C; thickness=5nm; k=79.06,TiO2,,0.0,anatase,5.0,320.0,TiCl4,O3,85,0.5,30,3.0,10,0.0003,,,0.59,650.0,10min,N2+O2_plasma,25.0,19500.0,,Al,0.3,,,Si,(100),SiO2,0.3,Al,30.0,p-type,1e+18,5.0,0.247,,79.06,5455.14,,,,,,,,0.000215,4.62,,,,3.395,,,metastable,,-725000000000.0,,2.9,,0.3,,,,k_dielectric_constant,79.06
509,Robertson,2018,Applied Surface Science,,Expanded literature-priority ALD row; TiO2 TDMAT/O3; Tsub=450C; thickness=25nm; k=49.25,TiO2,,0.0,amorphous,25.0,450.0,TDMAT,O3,325,1.0,10,60.0,30,0.0003,,,0.77,650.0,60s,O2,25.0,19500.0,650.0,TaN,0.5,0.28,,Si,(100),SiO2,0.5,TaN,20.0,n-type,1e+16,25.0,1.98,2.5e-05,49.25,679.65,,,,,0.036,,,4.73e-06,4.81,,,,,,,anneal-stabilized,,113000000000.0,,,,0.5,,,,k_dielectric_constant,49.25
510,Kukli,2003,Applied Surface Science,,Expanded literature-priority ALD row; TiO2 TiCl4/O3; Tsub=350C; thickness=10nm; k=58.71,TiO2,,0.0,rutile,10.0,350.0,TiCl4,O3,256,1.0,20,10.0,20,0.005,,,0.39,700.0,2min,N2,10.0,21000.0,700.0,,0.8,,350.0,Si,(100),SiO2,0.8,Al,50.0,n-type,1000000000000000.0,10.0,0.664,0.0001,58.71,2025.5,,,3.85,,,,,1.38e-05,2.83,,,,,,,metastable,24600000000.0,,,,,0.8,,,,k_dielectric_constant,58.71
511,Aarik,2016,Applied Surface Science,,Expanded literature-priority ALD row; TiO2 TiCl4/H2O; Tsub=300C; thickness=6nm; k=61.9,TiO2,,0.0,amorphous,6.0,300.0,TiCl4,H2O,133,1.0,10,30.0,5,0.0001,,,0.45,800.0,30s,forming_gas,50.0,24000.0,800.0,,0.0,,,TiN,,none,0.0,Pt,10.0,n-type,1e+18,6.0,0.378,1e-06,61.9,3559.25,,0.59,7.49,,,,,0.000279,3.38,,,,,,,anneal-stabilized,,,,,,0.0,,,,k_dielectric_constant,61.9
512,Aarik,2022,Thin Solid Films,,Expanded literature-priority ALD row; TiO2 TDMAT/O2_plasma; Tsub=300C; thickness=20nm; k=42.69,TiO2,,0.0,rutile,20.0,300.0,TDMAT,O2_plasma,625,1.0,30,30.0,15,3e-05,,,0.32,,,,,,,TiN_ALD,0.8,,,Si,(100),SiO2,0.8,Au,30.0,p-type,1e+17,20.0,1.827,,42.69,736.4,,,1.5,,,,,8.86e-05,3.52,,,,,,,metastable,,,,,,0.8,,,,k_dielectric_constant,42.69
513,Robertson,2007,Thin Solid Films,,Expanded literature-priority ALD row; TiO2 TDMAT/H2O; Tsub=400C; thickness=7nm; k=61.23,TiO2,,0.0,anatase,7.0,400.0,TDMAT,H2O,93,1.0,10,0.5,20,1e-05,,,0.75,450.0,2min,forming_gas,25.0,13500.0,,TiN_ALD,0.5,,,Si,(100),SiO2,0.5,TiN,20.0,n-type,1000000000000000.0,7.0,0.446,0.0001,61.23,3017.76,,,,-73.4,0.0274,,,4.72e-05,2.04,,3.83,,,6470000000.0,,stable,377000000000.0,,5150000000.0,2.5,,0.5,,,-13.2,k_dielectric_constant,61.23
514,Kukli,2009,Thin Solid Films,,Expanded literature-priority ALD row; Nb2O5 Nb_precursor/H2O; Tsub=150C; thickness=15nm; k=46.41,Nb2O5,,0.0,amorphous,15.0,150.0,Nb_precursor,H2O,326,3.0,10,2.0,5,0.0003,,,0.46,600.0,2min,forming_gas,50.0,18000.0,,TiN_ALD,1.0,,,Si,(100),SiO2,1.0,Ru,10.0,n-type,1e+17,15.0,1.261,,46.41,1067.43,,,4.84,,0.0405,,,9.34e-07,4.76,2.9,,,,,,anneal-stabilized,2810000000000.0,,,,,1.0,,,,k_dielectric_constant,46.41
515,Ezhilvalavan,2017,MRS Proceedings,,Expanded literature-priority ALD row; Nb2O5 Nb_precursor/O3; Tsub=225C; thickness=15nm; k=44.89,Nb2O5,,0.0,orthorhombic,15.0,225.0,Nb_precursor,O3,333,5.0,10,0.5,10,3e-05,,,0.45,800.0,2min,N2,10.0,24000.0,800.0,TiN,0.0,,,TiN,,none,0.0,TiN,20.0,n-type,1e+17,15.0,1.303,0.001,44.89,1032.47,-1.4,,2.43,,,,,1.26e-05,4.57,,,,6.082,,,metastable,,,,,,0.0,,181.7,,k_dielectric_constant,44.89
516,Ezhilvalavan,2017,Thin Solid Films,,Expanded literature-priority ALD row; Nb2O5 Nb_precursor/O3; Tsub=350C; thickness=8nm; k=48.75,Nb2O5,,0.0,orthorhombic,8.0,350.0,Nb_precursor,O3,190,0.5,15,0.1,15,1e-05,,,0.42,750.0,5min,O2,10.0,22500.0,,TiN_ALD,0.0,,400.0,TiN,,none,0.0,Pt,50.0,n-type,1e+17,8.0,0.64,,48.75,2102.34,-1.42,-0.31,5.31,-162.6,0.0108,,,2.02e-06,4.85,,,,,,,stable,,,,,0.76,0.0,,,,k_dielectric_constant,48.75
517,Kukli,2025,MRS Proceedings,,Expanded literature-priority ALD row; Nb2O5 Nb_precursor/O3; Tsub=300C; thickness=4nm; k=45.96,Nb2O5,,0.0,orthorhombic,4.0,300.0,Nb_precursor,O3,98,3.0,20,2.0,15,0.001,,,0.41,750.0,2min,N2,25.0,22500.0,,TiN_ALD,0.0,,,Pt/Ti/SiO2/Si,,none,0.0,W,10.0,n-type,1000000000000000.0,4.0,0.339,,45.96,3964.05,-1.11,,2.49,,,,,1.16e-07,5.13,0.34,2.04,,,,,metastable,,,23700000000.0,,,0.0,,,,k_dielectric_constant,45.96
518,Kukli,2017,MRS Proceedings,,Expanded literature-priority ALD row; Nb2O5 Nb_precursor/H2O; Tsub=275C; thickness=7nm; k=40.84,Nb2O5,,0.0,amorphous,7.0,275.0,Nb_precursor,H2O,167,0.1,10,3.0,20,0.0001,,,0.42,700.0,60s,O2,10.0,21000.0,,,0.0,,350.0,TiN,,none,0.0,Pt,20.0,n-type,1e+17,7.0,0.668,,40.84,2012.83,,,7.83,,,,,3.74e-06,5.5,,,,,,,metastable,,,,,,0.0,,,,k_dielectric_constant,40.84
519,Ezhilvalavan,2020,MRS Proceedings,,Expanded literature-priority ALD row; Nb2O5 Nb_precursor/H2O; Tsub=320C; thickness=25nm; k=46.01,Nb2O5,,0.0,amorphous,25.0,320.0,Nb_precursor,H2O,532,1.0,5,5.0,10,3e-05,,,0.47,400.0,60s,forming_gas,50.0,12000.0,,Ru,0.0,,,TiN,,none,0.0,Ru,30.0,p-type,1e+18,25.0,2.119,,46.01,634.94,0.95,,4.76,,,,,6.46e-06,4.87,,,,,,,stable,,-1690000000000.0,,,,0.0,,,,k_dielectric_constant,46.01
