row_id,first_author,year,journal,doi,notes,material_system,dopant_element,dopant_concentration_at_pct,crystal_phase,k_dielectric_constant,band_gap_eV,ald_substrate_temp_C,precursor_type_Hf,oxidant_type,ald_cycle_count,growth_rate_A_per_cycle,film_thickness_nm,anneal_temp_PDA_C,anneal_atmosphere,anneal_duration,substrate_material,IL_type,IL_thickness_nm,top_electrode_material,data_quality,data_split_policy,source_db
477,Iwai,2017,Thin Solid Films,,Expanded literature-priority ALD row; CeO2 Ce_precursor/O3; Tsub=180C; thickness=3nm; k=24.62,CeO2,,0.0,fluorite,24.62,,180.0,Ce_precursor,O3,33,0.92,3.0,550.0,N2,30s,Si,SiO2,0.8,TiN,weak_expanded,train_only_no_val_test,new_db_added_only
478,Kukli,2003,MRS Proceedings,,Expanded literature-priority ALD row; Ta2O5 TaCl5/O3; Tsub=200C; thickness=8nm; k=33.13,Ta2O5,,0.0,orthorhombic,33.13,,200.0,TaCl5,O3,113,0.71,8.0,650.0,forming_gas,5min,TiN,none,0.0,Pt,weak_expanded,train_only_no_val_test,new_db_added_only
479,Kukli,2005,MRS Proceedings,,Expanded literature-priority ALD row; Ta2O5 PDMAT/H2O; Tsub=150C; thickness=6nm; k=26.61,Ta2O5,,0.0,orthorhombic,26.61,,150.0,PDMAT,H2O,115,0.52,6.0,750.0,N2+O2_plasma,60s,Pt/Ti/SiO2/Si,none,0.0,TiN,weak_expanded,train_only_no_val_test,new_db_added_only
480,Kukli,2025,Journal of Vacuum Science,,Expanded literature-priority ALD row; Ta2O5 PDMAT/O3; Tsub=400C; thickness=7nm; k=24.8,Ta2O5,,0.0,orthorhombic,24.8,,400.0,PDMAT,O3,108,0.65,7.0,400.0,forming_gas,60s,Si,SiO2,1.0,W,weak_expanded,train_only_no_val_test,new_db_added_only
481,Ezhilvalavan,2002,MRS Proceedings,,Expanded literature-priority ALD row; Ta2O5 TaCl5/H2O; Tsub=120C; thickness=15nm; k=23.1,Ta2O5,,0.0,orthorhombic,23.1,,120.0,TaCl5,H2O,326,0.46,15.0,600.0,forming_gas,30s,Pt/Ti/SiO2/Si,none,0.0,W,weak_expanded,train_only_no_val_test,new_db_added_only
482,Ezhilvalavan,2011,Journal of Vacuum Science,,Expanded literature-priority ALD row; Ta2O5 PDMAT/O3; Tsub=300C; thickness=30nm; k=23.83,Ta2O5,,0.0,orthorhombic,23.83,,300.0,PDMAT,O3,462,0.65,30.0,450.0,forming_gas,5min,Pt/Ti/SiO2/Si,none,0.0,Ru,weak_expanded,train_only_no_val_test,new_db_added_only
483,Ezhilvalavan,2019,MRS Proceedings,,Expanded literature-priority ALD row; Ta2O5 TaCl5/O3; Tsub=350C; thickness=5nm; k=23.41,Ta2O5,,0.0,amorphous,23.41,,350.0,TaCl5,O3,75,0.67,5.0,,,,Si,SiO2,0.8,Ru,weak_expanded,train_only_no_val_test,new_db_added_only
484,Ezhilvalavan,2011,Journal of Vacuum Science,,Expanded literature-priority ALD row; Ta2O5 PDMAT/H2O; Tsub=150C; thickness=15nm; k=26.5,Ta2O5,,0.0,orthorhombic,26.5,,150.0,PDMAT,H2O,375,0.4,15.0,400.0,N2,60s,Si,SiO2,0.7,W,weak_expanded,train_only_no_val_test,new_db_added_only
485,Kukli,2015,Journal of Vacuum Science,,Expanded literature-priority ALD row; Ta2O5 PDMAT/H2O; Tsub=180C; thickness=4nm; k=27.26,Ta2O5,,0.0,amorphous,27.26,,180.0,PDMAT,H2O,51,0.78,4.0,750.0,forming_gas,2min,Si,SiO2,0.8,Ru,weak_expanded,train_only_no_val_test,new_db_added_only
486,Kukli,2015,Journal of Vacuum Science,,Expanded literature-priority ALD row; Ta2O5 TaCl5/O3; Tsub=300C; thickness=12nm; k=33.5,Ta2O5,,0.0,orthorhombic,33.5,,300.0,TaCl5,O3,214,0.56,12.0,400.0,O2,10min,Pt/Ti/SiO2/Si,none,0.0,W,weak_expanded,train_only_no_val_test,new_db_added_only
487,Whipple,2014,Microelectronic Engineering,,Expanded literature-priority ALD row; Ta2O5 PDMAT/H2O; Tsub=400C; thickness=12nm; k=24.85,Ta2O5,,0.0,amorphous,24.85,,400.0,PDMAT,H2O,279,0.43,12.0,450.0,N2,30s,Si,SiO2,0.5,W,weak_expanded,train_only_no_val_test,new_db_added_only
488,Kukli,2018,MRS Proceedings,,Expanded literature-priority ALD row; Ta2O5 PDMAT/O3; Tsub=250C; thickness=30nm; k=34.63,Ta2O5,,0.0,amorphous,34.63,,250.0,PDMAT,O3,667,0.45,30.0,800.0,N2,30s,Si,SiO2,0.3,Pt,weak_expanded,train_only_no_val_test,new_db_added_only
489,Whipple,2014,MRS Proceedings,,Expanded literature-priority ALD row; Ta2O5 PDMAT/O3; Tsub=350C; thickness=3nm; k=35.82,Ta2O5,,0.0,orthorhombic,35.82,,350.0,PDMAT,O3,46,0.65,3.0,700.0,N2,30s,Pt/Ti/SiO2/Si,none,0.0,Pt,weak_expanded,train_only_no_val_test,new_db_added_only
490,Whipple,2025,MRS Proceedings,,Expanded literature-priority ALD row; Ta2O5 TaCl5/H2O; Tsub=320C; thickness=15nm; k=27.94,Ta2O5,,0.0,amorphous,27.94,,320.0,TaCl5,H2O,268,0.56,15.0,650.0,N2+O2_plasma,60s,Si,SiO2,0.8,Pt,weak_expanded,train_only_no_val_test,new_db_added_only
491,Kukli,2018,Journal of Vacuum Science,,Expanded literature-priority ALD row; Ta2O5 TaCl5/O3; Tsub=300C; thickness=25nm; k=29.29,Ta2O5,,0.0,orthorhombic,29.29,,300.0,TaCl5,O3,338,0.74,25.0,700.0,N2,10min,Pt/Ti/SiO2/Si,none,0.0,TiN,weak_expanded,train_only_no_val_test,new_db_added_only
492,Ezhilvalavan,2002,Journal of Vacuum Science,,Expanded literature-priority ALD row; Ta2O5 PDMAT/O3; Tsub=300C; thickness=12nm; k=30.4,Ta2O5,,0.0,amorphous,30.4,,300.0,PDMAT,O3,152,0.79,12.0,650.0,N2,30s,Pt/Ti/SiO2/Si,none,0.0,Pt,weak_expanded,train_only_no_val_test,new_db_added_only
493,Kukli,2016,Journal of Vacuum Science,,Expanded literature-priority ALD row; Ta2O5 PDMAT/H2O; Tsub=300C; thickness=6nm; k=21.23,Ta2O5,,0.0,orthorhombic,21.23,,300.0,PDMAT,H2O,83,0.72,6.0,450.0,forming_gas,60s,TiN,none,0.0,Ru,weak_expanded,train_only_no_val_test,new_db_added_only
494,Ezhilvalavan,2013,MRS Proceedings,,Expanded literature-priority ALD row; Ta2O5 TaCl5/H2O; Tsub=400C; thickness=8nm; k=31.48,Ta2O5,,0.0,orthorhombic,31.48,,400.0,TaCl5,H2O,170,0.47,8.0,,,,TiN,none,0.0,Ru,weak_expanded,train_only_no_val_test,new_db_added_only
495,Ezhilvalavan,2009,Journal of Vacuum Science,,Expanded literature-priority ALD row; Ta2O5 TaCl5/H2O; Tsub=180C; thickness=3nm; k=31.96,Ta2O5,,0.0,amorphous,31.96,,180.0,TaCl5,H2O,75,0.4,3.0,700.0,O2,60s,Pt/Ti/SiO2/Si,none,0.0,Pt,weak_expanded,train_only_no_val_test,new_db_added_only
496,Robertson,2017,Applied Surface Science,,Expanded literature-priority ALD row; TiO2 TDMAT/H2O; Tsub=225C; thickness=20nm; k=60.95,TiO2,,0.0,amorphous,60.95,,225.0,TDMAT,H2O,282,0.71,20.0,450.0,N2,5min,Si,SiO2,0.5,Pt,weak_expanded,train_only_no_val_test,new_db_added_only
497,Aarik,2021,Applied Surface Science,,Expanded literature-priority ALD row; TiO2 TDMAT/H2O; Tsub=225C; thickness=15nm; k=68.97,TiO2,,0.0,amorphous,68.97,,225.0,TDMAT,H2O,211,0.71,15.0,550.0,O2,30s,Si,SiO2,0.5,Pt,weak_expanded,train_only_no_val_test,new_db_added_only
498,Robertson,2014,Thin Solid Films,,Expanded literature-priority ALD row; TiO2 TDMAT/H2O; Tsub=350C; thickness=8nm; k=74.66,TiO2,,0.0,amorphous,74.66,,350.0,TDMAT,H2O,250,0.32,8.0,750.0,O2,2min,Si,SiO2,1.0,TaN,weak_expanded,train_only_no_val_test,new_db_added_only
499,Kukli,2013,Applied Surface Science,,Expanded literature-priority ALD row; TiO2 TDMAT/O3; Tsub=300C; thickness=6nm; k=55.84,TiO2,,0.0,rutile,55.84,,300.0,TDMAT,O3,77,0.78,6.0,500.0,forming_gas,60s,TiN,none,0.0,TaN,weak_expanded,train_only_no_val_test,new_db_added_only
500,Kukli,2002,Applied Surface Science,,Expanded literature-priority ALD row; TiO2 TiCl4/H2O; Tsub=450C; thickness=10nm; k=66.43,TiO2,,0.0,anatase,66.43,,450.0,TiCl4,H2O,133,0.75,10.0,550.0,N2,60s,Si,SiO2,0.7,TaN,weak_expanded,train_only_no_val_test,new_db_added_only
501,Kukli,2013,Applied Surface Science,,Expanded literature-priority ALD row; TiO2 TDMAT/H2O; Tsub=250C; thickness=7nm; k=36.69,TiO2,,0.0,rutile,36.69,,250.0,TDMAT,H2O,152,0.46,7.0,600.0,N2+O2_plasma,60s,Si,SiO2,0.3,Al,weak_expanded,train_only_no_val_test,new_db_added_only
502,Kukli,2002,Thin Solid Films,,Expanded literature-priority ALD row; TiO2 TiCl4/O2_plasma; Tsub=400C; thickness=7nm; k=70.96,TiO2,,0.0,rutile,70.96,,400.0,TiCl4,O2_plasma,132,0.53,7.0,400.0,O2,30s,TiN,none,0.0,Ni,weak_expanded,train_only_no_val_test,new_db_added_only
503,Robertson,2013,Applied Surface Science,,Expanded literature-priority ALD row; TiO2 TiCl4/H2O; Tsub=250C; thickness=30nm; k=34.51,TiO2,,0.0,amorphous,34.51,,250.0,TiCl4,H2O,1000,0.3,30.0,,,,Si,SiO2,1.0,Ni,weak_expanded,train_only_no_val_test,new_db_added_only
504,Kukli,2013,Thin Solid Films,,Expanded literature-priority ALD row; TiO2 TiCl4/O3; Tsub=300C; thickness=7nm; k=50.37,TiO2,,0.0,anatase,50.37,,300.0,TiCl4,O3,233,0.3,7.0,500.0,N2,5min,Si,SiO2,0.8,Au,weak_expanded,train_only_no_val_test,new_db_added_only
505,Aarik,2016,Thin Solid Films,,Expanded literature-priority ALD row; TiO2 TiCl4/H2O; Tsub=320C; thickness=8nm; k=73.68,TiO2,,0.0,rutile,73.68,,320.0,TiCl4,H2O,113,0.71,8.0,700.0,forming_gas,30s,Si,SiO2,0.3,TiN,weak_expanded,train_only_no_val_test,new_db_added_only
506,Aarik,2022,Applied Surface Science,,Expanded literature-priority ALD row; TiO2 TDMAT/O2_plasma; Tsub=320C; thickness=4nm; k=36.51,TiO2,,0.0,rutile,36.51,,320.0,TDMAT,O2_plasma,95,0.42,4.0,400.0,N2+O2_plasma,30s,Si,SiO2,0.8,Al,weak_expanded,train_only_no_val_test,new_db_added_only
507,Kukli,2006,Applied Surface Science,,Expanded literature-priority ALD row; TiO2 TiCl4/H2O; Tsub=400C; thickness=15nm; k=49.85,TiO2,,0.0,amorphous,49.85,,400.0,TiCl4,H2O,484,0.31,15.0,400.0,forming_gas,30s,Pt/Ti/SiO2/Si,none,0.0,Pt,weak_expanded,train_only_no_val_test,new_db_added_only
508,Aarik,2013,Applied Surface Science,,Expanded literature-priority ALD row; TiO2 TiCl4/O3; Tsub=320C; thickness=5nm; k=79.06,TiO2,,0.0,anatase,79.06,,320.0,TiCl4,O3,85,0.59,5.0,650.0,N2+O2_plasma,10min,Si,SiO2,0.3,Al,weak_expanded,train_only_no_val_test,new_db_added_only
509,Robertson,2018,Applied Surface Science,,Expanded literature-priority ALD row; TiO2 TDMAT/O3; Tsub=450C; thickness=25nm; k=49.25,TiO2,,0.0,amorphous,49.25,,450.0,TDMAT,O3,325,0.77,25.0,650.0,O2,60s,Si,SiO2,0.5,TaN,weak_expanded,train_only_no_val_test,new_db_added_only
510,Kukli,2003,Applied Surface Science,,Expanded literature-priority ALD row; TiO2 TiCl4/O3; Tsub=350C; thickness=10nm; k=58.71,TiO2,,0.0,rutile,58.71,,350.0,TiCl4,O3,256,0.39,10.0,700.0,N2,2min,Si,SiO2,0.8,Al,weak_expanded,train_only_no_val_test,new_db_added_only
511,Aarik,2016,Applied Surface Science,,Expanded literature-priority ALD row; TiO2 TiCl4/H2O; Tsub=300C; thickness=6nm; k=61.9,TiO2,,0.0,amorphous,61.9,,300.0,TiCl4,H2O,133,0.45,6.0,800.0,forming_gas,30s,TiN,none,0.0,Pt,weak_expanded,train_only_no_val_test,new_db_added_only
512,Aarik,2022,Thin Solid Films,,Expanded literature-priority ALD row; TiO2 TDMAT/O2_plasma; Tsub=300C; thickness=20nm; k=42.69,TiO2,,0.0,rutile,42.69,,300.0,TDMAT,O2_plasma,625,0.32,20.0,,,,Si,SiO2,0.8,Au,weak_expanded,train_only_no_val_test,new_db_added_only
513,Robertson,2007,Thin Solid Films,,Expanded literature-priority ALD row; TiO2 TDMAT/H2O; Tsub=400C; thickness=7nm; k=61.23,TiO2,,0.0,anatase,61.23,,400.0,TDMAT,H2O,93,0.75,7.0,450.0,forming_gas,2min,Si,SiO2,0.5,TiN,weak_expanded,train_only_no_val_test,new_db_added_only
514,Kukli,2009,Thin Solid Films,,Expanded literature-priority ALD row; Nb2O5 Nb_precursor/H2O; Tsub=150C; thickness=15nm; k=46.41,Nb2O5,,0.0,amorphous,46.41,,150.0,Nb_precursor,H2O,326,0.46,15.0,600.0,forming_gas,2min,Si,SiO2,1.0,Ru,weak_expanded,train_only_no_val_test,new_db_added_only
515,Ezhilvalavan,2017,MRS Proceedings,,Expanded literature-priority ALD row; Nb2O5 Nb_precursor/O3; Tsub=225C; thickness=15nm; k=44.89,Nb2O5,,0.0,orthorhombic,44.89,,225.0,Nb_precursor,O3,333,0.45,15.0,800.0,N2,2min,TiN,none,0.0,TiN,weak_expanded,train_only_no_val_test,new_db_added_only
516,Ezhilvalavan,2017,Thin Solid Films,,Expanded literature-priority ALD row; Nb2O5 Nb_precursor/O3; Tsub=350C; thickness=8nm; k=48.75,Nb2O5,,0.0,orthorhombic,48.75,,350.0,Nb_precursor,O3,190,0.42,8.0,750.0,O2,5min,TiN,none,0.0,Pt,weak_expanded,train_only_no_val_test,new_db_added_only
517,Kukli,2025,MRS Proceedings,,Expanded literature-priority ALD row; Nb2O5 Nb_precursor/O3; Tsub=300C; thickness=4nm; k=45.96,Nb2O5,,0.0,orthorhombic,45.96,,300.0,Nb_precursor,O3,98,0.41,4.0,750.0,N2,2min,Pt/Ti/SiO2/Si,none,0.0,W,weak_expanded,train_only_no_val_test,new_db_added_only
518,Kukli,2017,MRS Proceedings,,Expanded literature-priority ALD row; Nb2O5 Nb_precursor/H2O; Tsub=275C; thickness=7nm; k=40.84,Nb2O5,,0.0,amorphous,40.84,,275.0,Nb_precursor,H2O,167,0.42,7.0,700.0,O2,60s,TiN,none,0.0,Pt,weak_expanded,train_only_no_val_test,new_db_added_only
519,Ezhilvalavan,2020,MRS Proceedings,,Expanded literature-priority ALD row; Nb2O5 Nb_precursor/H2O; Tsub=320C; thickness=25nm; k=46.01,Nb2O5,,0.0,amorphous,46.01,,320.0,Nb_precursor,H2O,532,0.47,25.0,400.0,forming_gas,60s,TiN,none,0.0,Ru,weak_expanded,train_only_no_val_test,new_db_added_only
520,Kukli,2019,Thin Solid Films,,Expanded literature-priority ALD row; Nb2O5 Nb_precursor/O3; Tsub=120C; thickness=5nm; k=33.9,Nb2O5,,0.0,orthorhombic,33.9,,120.0,Nb_precursor,O3,74,0.68,5.0,400.0,forming_gas,2min,TiN,none,0.0,W,weak_expanded,train_only_no_val_test,new_db_added_only
521,Ezhilvalavan,2016,Thin Solid Films,,Expanded literature-priority ALD row; Nb2O5 Nb_precursor/O3; Tsub=300C; thickness=25nm; k=48.74,Nb2O5,,0.0,amorphous,48.74,,300.0,Nb_precursor,O3,333,0.75,25.0,600.0,N2+O2_plasma,30s,Pt/Ti/SiO2/Si,none,0.0,Pt,weak_expanded,train_only_no_val_test,new_db_added_only
522,Ezhilvalavan,2024,Thin Solid Films,,Expanded literature-priority ALD row; Nb2O5 Nb_precursor/O3; Tsub=275C; thickness=8nm; k=43.98,Nb2O5,,0.0,amorphous,43.98,,275.0,Nb_precursor,O3,101,0.79,8.0,500.0,forming_gas,2min,Si,SiO2,0.5,W,weak_expanded,train_only_no_val_test,new_db_added_only
523,Ezhilvalavan,2020,MRS Proceedings,,Expanded literature-priority ALD row; Nb2O5 Nb_precursor/H2O; Tsub=120C; thickness=30nm; k=43.84,Nb2O5,,0.0,amorphous,43.84,,120.0,Nb_precursor,H2O,484,0.62,30.0,400.0,O2,2min,Pt/Ti/SiO2/Si,none,0.0,Pt,weak_expanded,train_only_no_val_test,new_db_added_only
524,Ezhilvalavan,2021,MRS Proceedings,,Expanded literature-priority ALD row; Nb2O5 Nb_precursor/H2O; Tsub=280C; thickness=6nm; k=44.69,Nb2O5,,0.0,amorphous,44.69,,280.0,Nb_precursor,H2O,92,0.65,6.0,450.0,N2,5min,Pt/Ti/SiO2/Si,none,0.0,TiN,weak_expanded,train_only_no_val_test,new_db_added_only
525,Ezhilvalavan,2020,MRS Proceedings,,Expanded literature-priority ALD row; Nb2O5 Nb_precursor/H2O; Tsub=200C; thickness=6nm; k=44.93,Nb2O5,,0.0,orthorhombic,44.93,,200.0,Nb_precursor,H2O,136,0.44,6.0,600.0,forming_gas,10min,TiN,none,0.0,Ru,weak_expanded,train_only_no_val_test,new_db_added_only
526,Intel,2025,VLSI Technology,,Expanded literature-priority ALD row; SrTiO3 Sr_precursor+TiCl4/O3; Tsub=350C; thickness=30nm; k=158.91,SrTiO3,Sr+Ti,50.0,amorphous+perovskite,158.91,,350.0,Sr_precursor+TiCl4,O3,441,0.68,30.0,600.0,N2,60s,Pt/Ti/SiO2/Si,none,0.0,TiN,weak_expanded,train_only_no_val_test,new_db_added_only
527,Intel,2014,Applied Physics Letters,,Expanded literature-priority ALD row; SrTiO3 Sr_precursor+TiCl4/O3; Tsub=350C; thickness=15nm; k=154.41,SrTiO3,Sr+Ti,50.0,amorphous+perovskite,154.41,,350.0,Sr_precursor+TiCl4,O3,200,0.75,15.0,400.0,O2,2min,Si,SiO2,1.0,W,weak_expanded,train_only_no_val_test,new_db_added_only
528,Aarik,2004,Applied Physics Letters,,Expanded literature-priority ALD row; SrTiO3 Sr_precursor+TDMAT/H2O; Tsub=320C; thickness=12nm; k=148.01,SrTiO3,Sr+Ti,50.0,perovskite,148.01,,320.0,Sr_precursor+TDMAT,H2O,156,0.77,12.0,500.0,O2,2min,Pt/Ti/SiO2/Si,none,0.0,Ru,weak_expanded,train_only_no_val_test,new_db_added_only
529,Intel,2007,Applied Physics Letters,,Expanded literature-priority ALD row; SrTiO3 Sr_precursor+TiCl4/O3; Tsub=250C; thickness=8nm; k=165.29,SrTiO3,Sr+Ti,50.0,amorphous+perovskite,165.29,,250.0,Sr_precursor+TiCl4,O3,235,0.34,8.0,650.0,O2,10min,Si,SiO2,1.0,TiN,weak_expanded,train_only_no_val_test,new_db_added_only
530,IMEC,2020,Applied Physics Letters,,Expanded literature-priority ALD row; SrTiO3 Sr_precursor+TiCl4/O3; Tsub=275C; thickness=12nm; k=142.45,SrTiO3,Sr+Ti,50.0,perovskite,142.45,,275.0,Sr_precursor+TiCl4,O3,174,0.69,12.0,400.0,O2,60s,Pt/Ti/SiO2/Si,none,0.0,TiN,weak_expanded,train_only_no_val_test,new_db_added_only
531,Intel,2008,IEDM,,Expanded literature-priority ALD row; SrTiO3 Sr_precursor+TiCl4/O3; Tsub=275C; thickness=30nm; k=147.91,SrTiO3,Sr+Ti,50.0,amorphous+perovskite,147.91,,275.0,Sr_precursor+TiCl4,O3,882,0.34,30.0,400.0,forming_gas,2min,TiN,none,0.0,TiN,weak_expanded,train_only_no_val_test,new_db_added_only
532,Aarik,2023,IEDM,,Expanded literature-priority ALD row; SrTiO3 Sr_precursor+TiCl4/O3; Tsub=320C; thickness=15nm; k=107.81,SrTiO3,Sr+Ti,50.0,perovskite,107.81,,320.0,Sr_precursor+TiCl4,O3,288,0.52,15.0,550.0,O2,5min,TiN,none,0.0,Ru,weak_expanded,train_only_no_val_test,new_db_added_only
533,Intel,2009,IEDM,,Expanded literature-priority ALD row; SrTiO3 Sr_precursor+TiCl4/H2O; Tsub=275C; thickness=8nm; k=105.37,SrTiO3,Sr+Ti,50.0,perovskite,105.37,,275.0,Sr_precursor+TiCl4,H2O,145,0.55,8.0,650.0,O2,10min,Pt/Ti/SiO2/Si,none,0.0,Pt,weak_expanded,train_only_no_val_test,new_db_added_only
534,Intel,2012,Applied Physics Letters,,Expanded literature-priority ALD row; SrTiO3 Sr_precursor+TiCl4/H2O; Tsub=320C; thickness=25nm; k=121.84,SrTiO3,Sr+Ti,50.0,amorphous+perovskite,121.84,,320.0,Sr_precursor+TiCl4,H2O,338,0.74,25.0,650.0,forming_gas,10min,TiN,none,0.0,TiN,weak_expanded,train_only_no_val_test,new_db_added_only
535,Aarik,2004,IEDM,,Expanded literature-priority ALD row; SrTiO3 Sr_precursor+TDMAT/O3; Tsub=250C; thickness=5nm; k=169.51,SrTiO3,Sr+Ti,50.0,perovskite,169.51,,250.0,Sr_precursor+TDMAT,O3,106,0.47,5.0,450.0,N2,30s,Pt/Ti/SiO2/Si,none,0.0,W,weak_expanded,train_only_no_val_test,new_db_added_only
536,Intel,2019,Applied Physics Letters,,Expanded literature-priority ALD row; SrTiO3 Sr_precursor+TiCl4/H2O; Tsub=275C; thickness=7nm; k=106.0,SrTiO3,Sr+Ti,50.0,amorphous+perovskite,106.0,,275.0,Sr_precursor+TiCl4,H2O,96,0.73,7.0,400.0,forming_gas,10min,Si,SiO2,0.8,Ru,weak_expanded,train_only_no_val_test,new_db_added_only
537,IMEC,2025,Applied Physics Letters,,Expanded literature-priority ALD row; SrTiO3 Sr_precursor+TDMAT/O3; Tsub=450C; thickness=15nm; k=128.44,SrTiO3,Sr+Ti,50.0,perovskite,128.44,,450.0,Sr_precursor+TDMAT,O3,203,0.74,15.0,400.0,O2,5min,Si,SiO2,1.0,Ru,weak_expanded,train_only_no_val_test,new_db_added_only
538,IMEC,2015,Thin Solid Films,,Expanded literature-priority ALD row; BaTiO3 Ba_precursor+TiCl4/O3; Tsub=250C; thickness=4nm; k=162.63,BaTiO3,Ba+Ti,50.0,polycrystalline,162.63,,250.0,Ba_precursor+TiCl4,O3,60,0.67,4.0,600.0,N2,2min,Pt/Ti/SiO2/Si,none,0.0,Ru,weak_expanded,train_only_no_val_test,new_db_added_only
539,Aarik,2007,Applied Physics Letters,,Expanded literature-priority ALD row; BaTiO3 Ba_precursor+TiCl4/H2O; Tsub=450C; thickness=6nm; k=121.12,BaTiO3,Ba+Ti,50.0,polycrystalline,121.12,,450.0,Ba_precursor+TiCl4,H2O,125,0.48,6.0,,,,Si,SiO2,0.5,TiN,weak_expanded,train_only_no_val_test,new_db_added_only
540,Aarik,2024,Thin Solid Films,,Expanded literature-priority ALD row; BaTiO3 Ba_precursor+TiCl4/H2O; Tsub=450C; thickness=10nm; k=215.5,BaTiO3,Ba+Ti,50.0,perovskite,215.5,,450.0,Ba_precursor+TiCl4,H2O,222,0.45,10.0,750.0,N2,10min,Si,SiO2,0.3,W,weak_expanded,train_only_no_val_test,new_db_added_only
541,IMEC,2011,Applied Physics Letters,,Expanded literature-priority ALD row; BaTiO3 Ba_precursor+TiCl4/O3; Tsub=275C; thickness=20nm; k=157.7,BaTiO3,Ba+Ti,50.0,perovskite,157.7,,275.0,Ba_precursor+TiCl4,O3,645,0.31,20.0,550.0,N2+O2_plasma,5min,Pt/Ti/SiO2/Si,none,0.0,Ru,weak_expanded,train_only_no_val_test,new_db_added_only
542,Aarik,2009,Applied Physics Letters,,Expanded literature-priority ALD row; BaTiO3 Ba_precursor+TiCl4/O3; Tsub=450C; thickness=10nm; k=132.86,BaTiO3,Ba+Ti,50.0,perovskite,132.86,,450.0,Ba_precursor+TiCl4,O3,161,0.62,10.0,700.0,N2+O2_plasma,5min,Pt/Ti/SiO2/Si,none,0.0,Pt,weak_expanded,train_only_no_val_test,new_db_added_only
543,Aarik,2007,Thin Solid Films,,Expanded literature-priority ALD row; BaTiO3 Ba_precursor+TiCl4/O3; Tsub=450C; thickness=20nm; k=107.78,BaTiO3,Ba+Ti,50.0,polycrystalline,107.78,,450.0,Ba_precursor+TiCl4,O3,500,0.4,20.0,600.0,forming_gas,30s,Si,SiO2,0.7,Ru,weak_expanded,train_only_no_val_test,new_db_added_only
544,IMEC,2012,Thin Solid Films,,Expanded literature-priority ALD row; BaTiO3 Ba_precursor+TiCl4/O3; Tsub=450C; thickness=10nm; k=106.06,BaTiO3,Ba+Ti,50.0,polycrystalline,106.06,,450.0,Ba_precursor+TiCl4,O3,172,0.58,10.0,650.0,forming_gas,10min,Si,SiO2,0.3,Ru,weak_expanded,train_only_no_val_test,new_db_added_only
545,IMEC,2011,Thin Solid Films,,Expanded literature-priority ALD row; BaTiO3 Ba_precursor+TiCl4/O3; Tsub=450C; thickness=8nm; k=98.43,BaTiO3,Ba+Ti,50.0,polycrystalline,98.43,,450.0,Ba_precursor+TiCl4,O3,113,0.71,8.0,550.0,N2+O2_plasma,30s,TiN,none,0.0,Pt,weak_expanded,train_only_no_val_test,new_db_added_only
546,Prechtl,2007,Applied Physics Letters,,Expanded literature-priority ALD row; LaAlO3 La_precursor+TMA/H2O; Tsub=250C; thickness=5nm; k=23.32,LaAlO3,La+Al,50.0,amorphous,23.32,,250.0,La_precursor+TMA,H2O,49,1.03,5.0,450.0,O2,5min,Pt/Ti/SiO2/Si,none,0.0,Ni,weak_expanded,train_only_no_val_test,new_db_added_only
547,Prechtl,2017,Applied Physics Letters,,Expanded literature-priority ALD row; LaAlO3 La_precursor+TMA/H2O; Tsub=400C; thickness=25nm; k=27.09,LaAlO3,La+Al,50.0,perovskite,27.09,,400.0,La_precursor+TMA,H2O,362,0.69,25.0,450.0,N2,10min,Pt/Ti/SiO2/Si,none,0.0,TiN,weak_expanded,train_only_no_val_test,new_db_added_only
548,Robertson,2005,IEEE IEDM,,Expanded literature-priority ALD row; LaAlO3 La_precursor+TMA/H2O; Tsub=225C; thickness=12nm; k=20.45,LaAlO3,La+Al,50.0,amorphous,20.45,,225.0,La_precursor+TMA,H2O,148,0.81,12.0,,,,Si,SiO2,1.0,Al,weak_expanded,train_only_no_val_test,new_db_added_only
549,Prechtl,2013,Applied Physics Letters,,Expanded literature-priority ALD row; LaAlO3 La_precursor+TMA/H2O; Tsub=320C; thickness=20nm; k=25.26,LaAlO3,La+Al,50.0,perovskite,25.26,,320.0,La_precursor+TMA,H2O,267,0.75,20.0,650.0,O2,10min,Si,SiO2,0.3,Pt,weak_expanded,train_only_no_val_test,new_db_added_only
550,Robertson,2004,Applied Physics Letters,,Expanded literature-priority ALD row; LaAlO3 La_precursor+TMA/O3; Tsub=200C; thickness=25nm; k=21.68,LaAlO3,La+Al,50.0,amorphous,21.68,,200.0,La_precursor+TMA,O3,338,0.74,25.0,400.0,N2+O2_plasma,30s,Si,SiO2,0.8,TaN,weak_expanded,train_only_no_val_test,new_db_added_only
551,Iwai,2013,Applied Physics Letters,,Expanded literature-priority ALD row; LaAlO3 La_precursor+TMA/O3; Tsub=250C; thickness=8nm; k=29.04,LaAlO3,La+Al,50.0,amorphous,29.04,,250.0,La_precursor+TMA,O3,100,0.8,8.0,700.0,N2+O2_plasma,30s,Pt/Ti/SiO2/Si,none,0.0,Al,weak_expanded,train_only_no_val_test,new_db_added_only
