row_id,first_author,year,journal,doi,notes,material_system,dopant_element,dopant_concentration_at_pct,crystal_phase,film_thickness_nm,ald_substrate_temp_C,precursor_type_Hf,oxidant_type,ald_cycle_count,precursor_dose_time_s,purge_time_precursor_s,oxidant_dose_time_s,purge_time_oxidant_s,chamber_base_pressure_Torr,co_precursor_dopant_flow_pct,plasma_power_W,growth_rate_A_per_cycle,anneal_temp_PDA_C,anneal_duration,anneal_atmosphere,anneal_ramp_rate_C_per_s,thermal_budget_C_s,PMA_temp_C,electrode_cap_material,IL_SiO2_thickness_nm,film_stress_GPa,FGA_temp_C,substrate_material,substrate_orientation,IL_type,IL_thickness_nm,top_electrode_material,top_electrode_thickness_nm,substrate_doping_type,substrate_doping_cm3,total_physical_thickness_nm,EOT_nm,device_area_cm2,k_dielectric_constant,capacitance_density_fF_um2,V_fb_V,V_th_V,freq_dispersion_dk_df_pct,TCk_ppm_C,loss_tangent_tan_delta,remnant_polarization_Pr_uC_cm2,coercive_field_Ec_MV_cm,J_g_A_cm2_at_1V,E_BD_MV_cm,TDDB_lifetime_years,Weibull_beta,SILC_stable,Q_BD_C_cm2,trap_gen_rate_dNT_cm2,O_vacancy_density_cm3,phase_stability,D_it_cm2_eV,Q_f_cm2,Q_m_cm2,delta_EV_eV,delta_EC_eV,IL_oxide_thickness_nm,N_at_interface_at_pct,carrier_mobility_cm2_Vs,delta_Vth_mV,measured_property,measured_value,k_curation_status,k_curation_comment
154,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 0.1s, O2 plasma dose 120s; annealed at 500°C for 30 s; growth per cycle 2.4 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,0.1,90.0,120.0,90.0,,,20.0,2.4,500.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.4,missing_k_unrecovered,not_k_measurement_growth rate (å/cycle)
155,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 0.5s, O2 plasma dose 3s; annealed at 500°C for 30 s; growth per cycle 1.9 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,0.5,90.0,3.0,90.0,,,20.0,1.9,500.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),1.9,missing_k_unrecovered,not_k_measurement_growth rate (å/cycle)
156,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 0.5s, O2 plasma dose 5s; annealed at 500°C for 30 s; growth per cycle 2.0 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,0.5,90.0,5.0,90.0,,,20.0,2.0,500.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.0,missing_k_unrecovered,not_k_measurement_growth rate (å/cycle)
157,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 0.5s, O2 plasma dose 10s; annealed at 500°C for 30 s; growth per cycle 2.1 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,0.5,90.0,10.0,90.0,,,20.0,2.1,500.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.1,missing_k_unrecovered,not_k_measurement_growth rate (å/cycle)
158,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 0.5s, O2 plasma dose 30s; annealed at 500°C for 30 s; growth per cycle 2.3 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,0.5,90.0,30.0,90.0,,,20.0,2.3,500.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.3,missing_k_unrecovered,not_k_measurement_growth rate (å/cycle)
159,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 0.5s, O2 plasma dose 60s; annealed at 500°C for 30 s; growth per cycle 2.4 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,0.5,90.0,60.0,90.0,,,20.0,2.4,500.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.4,missing_k_unrecovered,not_k_measurement_growth rate (å/cycle)
160,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 0.5s, O2 plasma dose 120s; annealed at 500°C for 30 s; growth per cycle 2.4 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,0.5,90.0,120.0,90.0,,,20.0,2.4,500.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.4,missing_k_unrecovered,not_k_measurement_growth rate (å/cycle)
161,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 2.0s, O2 plasma dose 3s; annealed at 500°C for 30 s; growth per cycle 1.9 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,2.0,90.0,3.0,90.0,,,20.0,1.9,500.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),1.9,missing_k_unrecovered,not_k_measurement_growth rate (å/cycle)
162,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 2.0s, O2 plasma dose 5s; annealed at 500°C for 30 s; growth per cycle 2.0 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,2.0,90.0,5.0,90.0,,,20.0,2.0,500.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.0,missing_k_unrecovered,not_k_measurement_growth rate (å/cycle)
163,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 2.0s, O2 plasma dose 10s; annealed at 500°C for 30 s; growth per cycle 2.1 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,2.0,90.0,10.0,90.0,,,20.0,2.1,500.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.1,missing_k_unrecovered,not_k_measurement_growth rate (å/cycle)
164,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 2.0s, O2 plasma dose 30s; annealed at 500°C for 30 s; growth per cycle 2.3 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,2.0,90.0,30.0,90.0,,,20.0,2.3,500.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.3,missing_k_unrecovered,not_k_measurement_growth rate (å/cycle)
165,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 2.0s, O2 plasma dose 60s; annealed at 500°C for 30 s; growth per cycle 2.4 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,2.0,90.0,60.0,90.0,,,20.0,2.4,500.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.4,missing_k_unrecovered,not_k_measurement_growth rate (å/cycle)
166,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 2.0s, O2 plasma dose 120s; annealed at 500°C for 30 s; growth per cycle 2.4 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,2.0,90.0,120.0,90.0,,,20.0,2.4,500.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.4,missing_k_unrecovered,not_k_measurement_growth rate (å/cycle)
167,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 4.0s, O2 plasma dose 3s; annealed at 500°C for 30 s; growth per cycle 1.9 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,4.0,90.0,3.0,90.0,,,20.0,1.9,500.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),1.9,missing_k_unrecovered,not_k_measurement_growth rate (å/cycle)
168,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 4.0s, O2 plasma dose 5s; annealed at 500°C for 30 s; growth per cycle 2.0 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,4.0,90.0,5.0,90.0,,,20.0,2.0,500.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.0,missing_k_unrecovered,not_k_measurement_growth rate (å/cycle)
169,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 4.0s, O2 plasma dose 10s; annealed at 500°C for 30 s; growth per cycle 2.1 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,4.0,90.0,10.0,90.0,,,20.0,2.1,500.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.1,missing_k_unrecovered,not_k_measurement_growth rate (å/cycle)
170,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 4.0s, O2 plasma dose 30s; annealed at 500°C for 30 s; growth per cycle 2.3 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,4.0,90.0,30.0,90.0,,,20.0,2.3,500.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.3,missing_k_unrecovered,not_k_measurement_growth rate (å/cycle)
171,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 4.0s, O2 plasma dose 60s; annealed at 500°C for 30 s; growth per cycle 2.4 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,4.0,90.0,60.0,90.0,,,20.0,2.4,500.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.4,missing_k_unrecovered,not_k_measurement_growth rate (å/cycle)
172,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 4.0s, O2 plasma dose 120s; annealed at 500°C for 30 s; growth per cycle 2.4 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,4.0,90.0,120.0,90.0,,,20.0,2.4,500.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.4,missing_k_unrecovered,not_k_measurement_growth rate (å/cycle)
173,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 0.1s, O2 plasma dose 3s; annealed at 600°C for 30 s; growth per cycle 1.9 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,0.1,90.0,3.0,90.0,,,20.0,1.9,600.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),1.9,missing_k_unrecovered,not_k_measurement_growth rate (å/cycle)
174,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 0.1s, O2 plasma dose 5s; annealed at 600°C for 30 s; growth per cycle 2.0 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,0.1,90.0,5.0,90.0,,,20.0,2.0,600.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.0,missing_k_unrecovered,not_k_measurement_growth rate (å/cycle)
175,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 0.1s, O2 plasma dose 10s; annealed at 600°C for 30 s; growth per cycle 2.1 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,0.1,90.0,10.0,90.0,,,20.0,2.1,600.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.1,missing_k_unrecovered,not_k_measurement_growth rate (å/cycle)
176,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 0.1s, O2 plasma dose 30s; annealed at 600°C for 30 s; growth per cycle 2.3 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,0.1,90.0,30.0,90.0,,,20.0,2.3,600.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.3,missing_k_unrecovered,not_k_measurement_growth rate (å/cycle)
177,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 0.1s, O2 plasma dose 60s; annealed at 600°C for 30 s; growth per cycle 2.4 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,0.1,90.0,60.0,90.0,,,20.0,2.4,600.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.4,missing_k_unrecovered,not_k_measurement_growth rate (å/cycle)
178,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 0.1s, O2 plasma dose 120s; annealed at 600°C for 30 s; growth per cycle 2.4 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,0.1,90.0,120.0,90.0,,,20.0,2.4,600.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.4,missing_k_unrecovered,not_k_measurement_growth rate (å/cycle)
179,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 0.5s, O2 plasma dose 3s; annealed at 600°C for 30 s; growth per cycle 1.9 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,0.5,90.0,3.0,90.0,,,20.0,1.9,600.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),1.9,missing_k_unrecovered,not_k_measurement_growth rate (å/cycle)
180,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 0.5s, O2 plasma dose 5s; annealed at 600°C for 30 s; growth per cycle 2.0 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,0.5,90.0,5.0,90.0,,,20.0,2.0,600.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.0,missing_k_unrecovered,not_k_measurement_growth rate (å/cycle)
181,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 0.5s, O2 plasma dose 10s; annealed at 600°C for 30 s; growth per cycle 2.1 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,0.5,90.0,10.0,90.0,,,20.0,2.1,600.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.1,missing_k_unrecovered,not_k_measurement_growth rate (å/cycle)
182,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 0.5s, O2 plasma dose 30s; annealed at 600°C for 30 s; growth per cycle 2.3 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,0.5,90.0,30.0,90.0,,,20.0,2.3,600.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.3,missing_k_unrecovered,not_k_measurement_growth rate (å/cycle)
183,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 0.5s, O2 plasma dose 60s; annealed at 600°C for 30 s; growth per cycle 2.4 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,0.5,90.0,60.0,90.0,,,20.0,2.4,600.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.4,missing_k_unrecovered,not_k_measurement_growth rate (å/cycle)
184,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 0.5s, O2 plasma dose 120s; annealed at 600°C for 30 s; growth per cycle 2.4 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,0.5,90.0,120.0,90.0,,,20.0,2.4,600.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.4,missing_k_unrecovered,not_k_measurement_growth rate (å/cycle)
185,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 2.0s, O2 plasma dose 3s; annealed at 600°C for 30 s; growth per cycle 1.9 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,2.0,90.0,3.0,90.0,,,20.0,1.9,600.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),1.9,missing_k_unrecovered,not_k_measurement_growth rate (å/cycle)
186,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 2.0s, O2 plasma dose 5s; annealed at 600°C for 30 s; growth per cycle 2.0 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,2.0,90.0,5.0,90.0,,,20.0,2.0,600.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.0,missing_k_unrecovered,not_k_measurement_growth rate (å/cycle)
187,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 2.0s, O2 plasma dose 10s; annealed at 600°C for 30 s; growth per cycle 2.1 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,2.0,90.0,10.0,90.0,,,20.0,2.1,600.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.1,missing_k_unrecovered,not_k_measurement_growth rate (å/cycle)
188,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 2.0s, O2 plasma dose 30s; annealed at 600°C for 30 s; growth per cycle 2.3 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,2.0,90.0,30.0,90.0,,,20.0,2.3,600.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.3,missing_k_unrecovered,not_k_measurement_growth rate (å/cycle)
189,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 2.0s, O2 plasma dose 60s; annealed at 600°C for 30 s; growth per cycle 2.4 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,2.0,90.0,60.0,90.0,,,20.0,2.4,600.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.4,missing_k_unrecovered,not_k_measurement_growth rate (å/cycle)
190,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 2.0s, O2 plasma dose 120s; annealed at 600°C for 30 s; growth per cycle 2.4 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,2.0,90.0,120.0,90.0,,,20.0,2.4,600.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.4,missing_k_unrecovered,not_k_measurement_growth rate (å/cycle)
191,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 4.0s, O2 plasma dose 3s; annealed at 600°C for 30 s; growth per cycle 1.9 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,4.0,90.0,3.0,90.0,,,20.0,1.9,600.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),1.9,missing_k_unrecovered,not_k_measurement_growth rate (å/cycle)
192,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 4.0s, O2 plasma dose 5s; annealed at 600°C for 30 s; growth per cycle 2.0 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,4.0,90.0,5.0,90.0,,,20.0,2.0,600.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.0,missing_k_unrecovered,not_k_measurement_growth rate (å/cycle)
193,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 4.0s, O2 plasma dose 10s; annealed at 600°C for 30 s; growth per cycle 2.1 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,4.0,90.0,10.0,90.0,,,20.0,2.1,600.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.1,missing_k_unrecovered,not_k_measurement_growth rate (å/cycle)
194,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 4.0s, O2 plasma dose 30s; annealed at 600°C for 30 s; growth per cycle 2.3 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,4.0,90.0,30.0,90.0,,,20.0,2.3,600.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.3,missing_k_unrecovered,not_k_measurement_growth rate (å/cycle)
195,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 4.0s, O2 plasma dose 60s; annealed at 600°C for 30 s; growth per cycle 2.4 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,4.0,90.0,60.0,90.0,,,20.0,2.4,600.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.4,missing_k_unrecovered,not_k_measurement_growth rate (å/cycle)
196,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 4.0s, O2 plasma dose 120s; annealed at 600°C for 30 s; growth per cycle 2.4 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,4.0,90.0,120.0,90.0,,,20.0,2.4,600.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.4,missing_k_unrecovered,not_k_measurement_growth rate (å/cycle)
197,Liu,2005,J Electrochem Soc,10.1149/1.1859631,"O3-based ALD HfO2 using TEMAH; cycle 0.5s Hf, 1s purge, 0.3s O3, 1s purge",HfO2,,,,15.0,200,TEMAH,O3,70.0,0.5,1.0,0.3,1.0,0.2,,,0.714,,,,,,,,,,,Si,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,1.05,,,,,,valid_k,
198,Liu,2005,J Electrochem Soc,10.1149/1.1859631,"O3-based ALD HfO2 using TEMAH; cycle 0.5s Hf, 1s purge, 0.3s O3, 1s purge",HfO2,,,,15.0,250,TEMAH,O3,70.0,0.5,1.0,0.3,1.0,0.2,,,0.714,,,,,,,,,,,Si,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,1.05,,,,,,valid_k,
199,Liu,2005,J Electrochem Soc,10.1149/1.1859631,"O3-based ALD HfO2 using TEMAH; cycle 0.5s Hf, 1s purge, 0.3s O3, 1s purge",HfO2,,,,15.0,320,TEMAH,O3,70.0,0.5,1.0,0.3,1.0,0.2,,,0.714,,,,,,,,,,,Si,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,1.05,,,,,,valid_k,
200,Conley,2003,J Appl Phys,10.1063/1.1528306,HfO2 deposited using anhydrous Hf(NO3)4; thickness ~10 nm,HfO2,,,,10.0,180,Hf(NO3)4,None (nitrate decomposition),80.0,,,,,,,,1.3,,,,,,,,,,,Si,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,valid_k,
