row_id,first_author,year,journal,doi,notes,material_system,dopant_element,dopant_concentration_at_pct,crystal_phase,film_thickness_nm,ald_substrate_temp_C,precursor_type_Hf,oxidant_type,ald_cycle_count,precursor_dose_time_s,purge_time_precursor_s,oxidant_dose_time_s,purge_time_oxidant_s,chamber_base_pressure_Torr,co_precursor_dopant_flow_pct,plasma_power_W,growth_rate_A_per_cycle,anneal_temp_PDA_C,anneal_duration,anneal_atmosphere,anneal_ramp_rate_C_per_s,thermal_budget_C_s,PMA_temp_C,electrode_cap_material,IL_SiO2_thickness_nm,film_stress_GPa,FGA_temp_C,substrate_material,substrate_orientation,IL_type,IL_thickness_nm,top_electrode_material,top_electrode_thickness_nm,substrate_doping_type,substrate_doping_cm3,total_physical_thickness_nm,EOT_nm,device_area_cm2,k_dielectric_constant,capacitance_density_fF_um2,V_fb_V,V_th_V,freq_dispersion_dk_df_pct,TCk_ppm_C,loss_tangent_tan_delta,remnant_polarization_Pr_uC_cm2,coercive_field_Ec_MV_cm,J_g_A_cm2_at_1V,E_BD_MV_cm,TDDB_lifetime_years,Weibull_beta,SILC_stable,Q_BD_C_cm2,trap_gen_rate_dNT_cm2,O_vacancy_density_cm3,phase_stability,D_it_cm2_eV,Q_f_cm2,Q_m_cm2,delta_EV_eV,delta_EC_eV,IL_oxide_thickness_nm,N_at_interface_at_pct,carrier_mobility_cm2_Vs,delta_Vth_mV,measured_property,measured_value
163,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 2.0s, O2 plasma dose 10s; annealed at 500°C for 30 s; growth per cycle 2.1 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,2.0,90.0,10.0,90.0,,,20.0,2.1,500.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.1
164,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 2.0s, O2 plasma dose 30s; annealed at 500°C for 30 s; growth per cycle 2.3 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,2.0,90.0,30.0,90.0,,,20.0,2.3,500.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.3
165,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 2.0s, O2 plasma dose 60s; annealed at 500°C for 30 s; growth per cycle 2.4 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,2.0,90.0,60.0,90.0,,,20.0,2.4,500.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.4
166,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 2.0s, O2 plasma dose 120s; annealed at 500°C for 30 s; growth per cycle 2.4 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,2.0,90.0,120.0,90.0,,,20.0,2.4,500.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.4
167,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 4.0s, O2 plasma dose 3s; annealed at 500°C for 30 s; growth per cycle 1.9 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,4.0,90.0,3.0,90.0,,,20.0,1.9,500.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),1.9
168,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 4.0s, O2 plasma dose 5s; annealed at 500°C for 30 s; growth per cycle 2.0 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,4.0,90.0,5.0,90.0,,,20.0,2.0,500.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.0
169,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 4.0s, O2 plasma dose 10s; annealed at 500°C for 30 s; growth per cycle 2.1 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,4.0,90.0,10.0,90.0,,,20.0,2.1,500.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.1
170,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 4.0s, O2 plasma dose 30s; annealed at 500°C for 30 s; growth per cycle 2.3 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,4.0,90.0,30.0,90.0,,,20.0,2.3,500.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.3
171,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 4.0s, O2 plasma dose 60s; annealed at 500°C for 30 s; growth per cycle 2.4 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,4.0,90.0,60.0,90.0,,,20.0,2.4,500.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.4
172,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 4.0s, O2 plasma dose 120s; annealed at 500°C for 30 s; growth per cycle 2.4 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,4.0,90.0,120.0,90.0,,,20.0,2.4,500.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.4
173,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 0.1s, O2 plasma dose 3s; annealed at 600°C for 30 s; growth per cycle 1.9 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,0.1,90.0,3.0,90.0,,,20.0,1.9,600.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),1.9
174,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 0.1s, O2 plasma dose 5s; annealed at 600°C for 30 s; growth per cycle 2.0 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,0.1,90.0,5.0,90.0,,,20.0,2.0,600.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.0
175,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 0.1s, O2 plasma dose 10s; annealed at 600°C for 30 s; growth per cycle 2.1 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,0.1,90.0,10.0,90.0,,,20.0,2.1,600.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.1
176,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 0.1s, O2 plasma dose 30s; annealed at 600°C for 30 s; growth per cycle 2.3 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,0.1,90.0,30.0,90.0,,,20.0,2.3,600.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.3
177,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 0.1s, O2 plasma dose 60s; annealed at 600°C for 30 s; growth per cycle 2.4 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,0.1,90.0,60.0,90.0,,,20.0,2.4,600.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.4
178,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 0.1s, O2 plasma dose 120s; annealed at 600°C for 30 s; growth per cycle 2.4 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,0.1,90.0,120.0,90.0,,,20.0,2.4,600.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.4
179,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 0.5s, O2 plasma dose 3s; annealed at 600°C for 30 s; growth per cycle 1.9 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,0.5,90.0,3.0,90.0,,,20.0,1.9,600.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),1.9
180,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 0.5s, O2 plasma dose 5s; annealed at 600°C for 30 s; growth per cycle 2.0 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,0.5,90.0,5.0,90.0,,,20.0,2.0,600.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.0
181,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 0.5s, O2 plasma dose 10s; annealed at 600°C for 30 s; growth per cycle 2.1 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,0.5,90.0,10.0,90.0,,,20.0,2.1,600.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.1
182,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 0.5s, O2 plasma dose 30s; annealed at 600°C for 30 s; growth per cycle 2.3 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,0.5,90.0,30.0,90.0,,,20.0,2.3,600.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.3
183,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 0.5s, O2 plasma dose 60s; annealed at 600°C for 30 s; growth per cycle 2.4 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,0.5,90.0,60.0,90.0,,,20.0,2.4,600.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.4
184,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 0.5s, O2 plasma dose 120s; annealed at 600°C for 30 s; growth per cycle 2.4 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,0.5,90.0,120.0,90.0,,,20.0,2.4,600.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.4
185,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 2.0s, O2 plasma dose 3s; annealed at 600°C for 30 s; growth per cycle 1.9 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,2.0,90.0,3.0,90.0,,,20.0,1.9,600.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),1.9
186,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 2.0s, O2 plasma dose 5s; annealed at 600°C for 30 s; growth per cycle 2.0 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,2.0,90.0,5.0,90.0,,,20.0,2.0,600.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.0
187,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 2.0s, O2 plasma dose 10s; annealed at 600°C for 30 s; growth per cycle 2.1 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,2.0,90.0,10.0,90.0,,,20.0,2.1,600.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.1
188,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 2.0s, O2 plasma dose 30s; annealed at 600°C for 30 s; growth per cycle 2.3 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,2.0,90.0,30.0,90.0,,,20.0,2.3,600.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.3
189,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 2.0s, O2 plasma dose 60s; annealed at 600°C for 30 s; growth per cycle 2.4 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,2.0,90.0,60.0,90.0,,,20.0,2.4,600.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.4
190,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 2.0s, O2 plasma dose 120s; annealed at 600°C for 30 s; growth per cycle 2.4 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,2.0,90.0,120.0,90.0,,,20.0,2.4,600.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.4
191,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 4.0s, O2 plasma dose 3s; annealed at 600°C for 30 s; growth per cycle 1.9 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,4.0,90.0,3.0,90.0,,,20.0,1.9,600.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),1.9
192,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 4.0s, O2 plasma dose 5s; annealed at 600°C for 30 s; growth per cycle 2.0 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,4.0,90.0,5.0,90.0,,,20.0,2.0,600.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.0
193,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 4.0s, O2 plasma dose 10s; annealed at 600°C for 30 s; growth per cycle 2.1 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,4.0,90.0,10.0,90.0,,,20.0,2.1,600.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.1
194,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 4.0s, O2 plasma dose 30s; annealed at 600°C for 30 s; growth per cycle 2.3 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,4.0,90.0,30.0,90.0,,,20.0,2.3,600.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.3
195,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 4.0s, O2 plasma dose 60s; annealed at 600°C for 30 s; growth per cycle 2.4 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,4.0,90.0,60.0,90.0,,,20.0,2.4,600.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.4
196,Choi,2022,Nanomaterials,10.3390/nano13010161,"PE-ALD HfO2 film; TDMAHf dose 4.0s, O2 plasma dose 120s; annealed at 600°C for 30 s; growth per cycle 2.4 Åhttps://pmc.ncbi.nlm.nih.gov/articles/PMC9823614/",HfO2,,,,,250,TDMAHf,O2 plasma,100.0,4.0,90.0,120.0,90.0,,,20.0,2.4,600.0,30 s,N2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth rate (Å/cycle),2.4
197,Liu,2005,J Electrochem Soc,10.1149/1.1859631,"O3-based ALD HfO2 using TEMAH; cycle 0.5s Hf, 1s purge, 0.3s O3, 1s purge",HfO2,,,,15.0,200,TEMAH,O3,70.0,0.5,1.0,0.3,1.0,0.2,,,0.714,,,,,,,,,,,Si,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,1.05,,,,,
198,Liu,2005,J Electrochem Soc,10.1149/1.1859631,"O3-based ALD HfO2 using TEMAH; cycle 0.5s Hf, 1s purge, 0.3s O3, 1s purge",HfO2,,,,15.0,250,TEMAH,O3,70.0,0.5,1.0,0.3,1.0,0.2,,,0.714,,,,,,,,,,,Si,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,1.05,,,,,
199,Liu,2005,J Electrochem Soc,10.1149/1.1859631,"O3-based ALD HfO2 using TEMAH; cycle 0.5s Hf, 1s purge, 0.3s O3, 1s purge",HfO2,,,,15.0,320,TEMAH,O3,70.0,0.5,1.0,0.3,1.0,0.2,,,0.714,,,,,,,,,,,Si,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,1.05,,,,,
200,Conley,2003,J Appl Phys,10.1063/1.1528306,HfO2 deposited using anhydrous Hf(NO3)4; thickness ~10 nm,HfO2,,,,10.0,180,Hf(NO3)4,None (nitrate decomposition),80.0,,,,,,,,1.3,,,,,,,,,,,Si,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
201,Lindblad,2024,CSMANTECH Conference,,HfO2 O3,HfO2,,,,20.0,250,TDMAHf,O3,,,,,,,,,0.77,,,,,,,,,,,unknown,,,,,,,,,,,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,Lindblad,2024,CSMANTECH Conference,,HfO2 CRISP,HfO2,,,,20.0,250,TDMAHf,CRISP,,,,,,,,,0.99,,,,,,,,,,,unknown,,,,,,,,,,,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,Lindblad,2024,CSMANTECH Conference,,HfO2 CRISP Al1%,HfO2,Al,1.0,,20.0,250,TDMAHf,CRISP,,,,,,,,,0.99,,,,,,,,,,,unknown,,,,,,,,,,,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,Lindblad,2024,CSMANTECH Conference,,HfO2 CRISP Al5%,HfO2,Al,5.0,,20.0,250,TDMAHf,CRISP,,,,,,,,,0.99,,,,,,,,,,,unknown,,,,,,,,,,,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,Lindblad,2024,CSMANTECH Conference,,HfO2 O3 Al5%,HfO2,Al,5.0,,20.0,250,TDMAHf,O3,,,,,,,,,0.77,,,,,,,,,,,unknown,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,Lindblad,2024,CSMANTECH Conference,,HfO2 CRISP Al10%,HfO2,Al,10.0,,20.0,250,TDMAHf,CRISP,,,,,,,,,0.99,,,,,,,,,,,unknown,,,,,,,,,,,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,King,2013,PhD thesis,,HfO2 undoped,HfO2,,,,10.0,300,(MeCp)2Hf(OMe)(Me),H2O,,,,,,,,,,,,,,,,,,,,Si,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,King,2013,PhD thesis,,Ti0.5Hf0.5O2 as-deposited,HfO2,Ti,50.0,,10.0,250,(MeCp)2Hf(OMe)(Me),H2O,,,,,,,,,,,,,,,,,,,,Si,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,King,2013,PhD thesis,,Ti0.5Hf0.5O2 annealed,HfO2,Ti,50.0,,10.0,250,(MeCp)2Hf(OMe)(Me),H2O,,,,,,,,,,850.0,spike,,,,,,,,,Si,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,King,2013,PhD thesis,,Ce0.11Hf0.89O2 500C anneal,HfO2,Ce,11.0,,10.0,300,(MeCp)2Hf(OMe)(Me),H2O,,,,,,,,,,500.0,30,,,,,,,,,Si,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,King,2013,PhD thesis,,Ce0.11Hf0.89O2 850C anneal,HfO2,Ce,11.0,,10.0,300,(MeCp)2Hf(OMe)(Me),H2O,,,,,,,,,,850.0,spike,,,,,,,,,Si,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,King,2013,PhD thesis,,Ce-doped HfO2 at 150C,HfO2,Ce,11.0,,10.0,150,(MeCp)2Hf(OMe)(Me),H2O,,,,,,,,,,,,,,,,,,,,Si,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,Huddersfield,2015,Huddersfield portal,,Ti0.1Hf0.9O2 as-deposited,HfO2,Ti,10.0,,10.0,250,TDMAHf,H2O,,,,,,,,,,,,,,,,,,,,Si,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,Huddersfield,2015,Huddersfield portal,,Ti0.5Hf0.5O2 as-deposited,HfO2,Ti,50.0,,10.0,250,TDMAHf,H2O,,,,,,,,,,,,,,,,,,,,Si,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,Huddersfield,2015,Huddersfield portal,,Ti0.5Hf0.5O2 500C anneal,HfO2,Ti,50.0,,10.0,250,TDMAHf,H2O,,,,,,,,,,500.0,30,,,,,,,,,Si,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,Unknown,2010,Conference abstract,,Gd_xHf1-xO_y with x=11%,HfO2,Gd,11.0,,10.0,200,HfCl4,H2O,,,,,,,,,0.55,,,,,,,,,,,Si,,,,,,,,,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,Wang,2022,Materials Sci Appl,,Composite Al2O3/HfO2 ratio Al/Hf=1:1,AlHfO,Al,50.0,,70.0,370,TDMAHf,H2O,,1.6,5.0,0.1,4.0,,,,,,,,,,,,,,,TiN/SiO2/Si,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,Wang,2022,Materials Sci Appl,,Composite Al2O3/HfO2 ratio Al/Hf=1:2,AlHfO,Al,33.3,,70.0,370,TDMAHf,H2O,,1.6,5.0,0.1,4.0,,,,,,,,,,,,,,,TiN/SiO2/Si,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,Wang,2022,Materials Sci Appl,,Composite Al2O3/HfO2 ratio Al/Hf=1:3,AlHfO,Al,25.0,,70.0,370,TDMAHf,H2O,,1.6,5.0,0.1,4.0,,,,,,,,,,,,,,,TiN/SiO2/Si,,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,Wang,2022,Materials Sci Appl,,Composite Al2O3/HfO2 ratio Al/Hf=1:4,AlHfO,Al,20.0,,70.0,370,TDMAHf,H2O,,1.6,5.0,0.1,4.0,,,,,,,,,,,,,,,TiN/SiO2/Si,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,Gonta,2017,RIT conference,,Al-doped HfO2 film,HfO2,Al,,,10.0,250,TDMAHf,H2O,,,,,,,,,,,,,,,,,,,,Si,,,,,,,,,,,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,Jia,2025,Scientific Reports,10.1038/s41598-025-85686-9,PEALD pure-HfO2 ref (x=0); 20nm on n-Si; Al gate; highest k & leakage of series; series SiO2 IL present (low extracted k vs intrinsic monoclinic),HfO2,,0,,20,200,TEMAH,O2_plasma,,,,,,,,,,,,,,,,,,,,Si,(100),,,Al,200,n-type,3.5e17,20,,,13.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,Jia,2025,Scientific Reports,10.1038/s41598-025-85686-9,PEALD (Al2O3)0.25(HfO2)0.75; authors deem 20-30% Al2O3 optimal for stable leakage,AlHfO,Al,20.95,,20,200,TEMAH+TMA,O2_plasma,,,,,,,,,,,,,,,,,,,,Si,(100),,,Al,200,n-type,3.5e17,20,,,11.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,Jia,2025,Scientific Reports,10.1038/s41598-025-85686-9,PEALD (Al2O3)0.5(HfO2)0.5; variable-T I-V (25-100C); FN->PF transition at high T,AlHfO,Al,45.57,,20,200,TEMAH+TMA,O2_plasma,,,,,,,,,,,,,,,,,,,,Si,(100),,,Al,200,n-type,3.5e17,20,,,9.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,Jia,2025,Scientific Reports,10.1038/s41598-025-85686-9,PEALD (Al2O3)0.75(HfO2)0.25,AlHfO,Al,69.31,,20,200,TEMAH+TMA,O2_plasma,,,,,,,,,,,,,,,,,,,,Si,(100),,,Al,200,n-type,3.5e17,20,,,8.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,
