row_id,first_author,year,journal,doi,notes,material_system,dopant_element,dopant_concentration_at_pct,crystal_phase,film_thickness_nm,ald_substrate_temp_C,precursor_type_Hf,oxidant_type,ald_cycle_count,precursor_dose_time_s,purge_time_precursor_s,oxidant_dose_time_s,purge_time_oxidant_s,chamber_base_pressure_Torr,co_precursor_dopant_flow_pct,plasma_power_W,growth_rate_A_per_cycle,anneal_temp_PDA_C,anneal_duration,anneal_atmosphere,anneal_ramp_rate_C_per_s,thermal_budget_C_s,PMA_temp_C,electrode_cap_material,IL_SiO2_thickness_nm,film_stress_GPa,FGA_temp_C,substrate_material,substrate_orientation,IL_type,IL_thickness_nm,top_electrode_material,top_electrode_thickness_nm,substrate_doping_type,substrate_doping_cm3,total_physical_thickness_nm,EOT_nm,device_area_cm2,k_dielectric_constant,capacitance_density_fF_um2,V_fb_V,V_th_V,freq_dispersion_dk_df_pct,TCk_ppm_C,loss_tangent_tan_delta,remnant_polarization_Pr_uC_cm2,coercive_field_Ec_MV_cm,J_g_A_cm2_at_1V,E_BD_MV_cm,TDDB_lifetime_years,Weibull_beta,SILC_stable,Q_BD_C_cm2,trap_gen_rate_dNT_cm2,O_vacancy_density_cm3,phase_stability,D_it_cm2_eV,Q_f_cm2,Q_m_cm2,delta_EV_eV,delta_EC_eV,IL_oxide_thickness_nm,N_at_interface_at_pct,carrier_mobility_cm2_Vs,delta_Vth_mV,measured_property,measured_value,source_file,source_row_id_v4_expanded,source_row_id_v8
873,Niinisto,2008,Chem. Mater.,10.1021/cm8003158,HfNbO Nb=5% 300C; k=24; tetragonal,HfNbO,Nb,5,tetragonal,10.0,300,TEMAH+Nb(OEt)5,H2O,100,,,,,,5,,1.0,700,30s,N2,,,,,,,,Si,(100),SiO2,0.5,TiN,20,p-type,1000000000000000.0,10.0,,,24,,,,,,,,,1e-07,7.5,,,,,,,stable,,,,,,,,,,,,v8,,402
874,Niinisto,2008,Chem. Mater.,10.1021/cm8003158,HfNbO Nb=10% 300C; k=28; tetragonal,HfNbO,Nb,10,tetragonal,10.0,300,TEMAH+Nb(OEt)5,H2O,100,,,,,,10,,1.0,700,30s,N2,,,,,,,,Si,(100),SiO2,0.5,TiN,20,p-type,1000000000000000.0,10.0,,,28,,,,,,,,,1e-07,7.5,,,,,,,stable,,,,,,,,,,,,v8,,403
875,Niinisto,2008,Chem. Mater.,10.1021/cm8003158,HfNbO Nb=15% 300C; k=30; tetragonal+cubic,HfNbO,Nb,15,tetragonal+cubic,10.0,300,TEMAH+Nb(OEt)5,H2O,100,,,,,,15,,1.0,700,30s,N2,,,,,,,,Si,(100),SiO2,0.5,TiN,20,p-type,1000000000000000.0,10.0,,,30,,,,,,,,,1e-07,7.5,,,,,,,stable,,,,,,,,,,,,v8,,404
876,Niinisto,2008,Chem. Mater.,10.1021/cm8003158,HfNbO Nb=20% 300C; k=28; cubic,HfNbO,Nb,20,cubic,10.0,300,TEMAH+Nb(OEt)5,H2O,100,,,,,,20,,1.0,700,30s,N2,,,,,,,,Si,(100),SiO2,0.5,TiN,20,p-type,1000000000000000.0,10.0,,,28,,,,,,,,,1e-07,7.5,,,,,,,stable,,,,,,,,,,,,v8,,405
877,Niinisto,2008,Chem. Mater.,10.1021/cm8003158,HfNbO Nb=25% 300C; k=25; cubic,HfNbO,Nb,25,cubic,10.0,300,TEMAH+Nb(OEt)5,H2O,100,,,,,,25,,1.0,700,30s,N2,,,,,,,,Si,(100),SiO2,0.5,TiN,20,p-type,1000000000000000.0,10.0,,,25,,,,,,,,,1e-07,7.5,,,,,,,stable,,,,,,,,,,,,v8,,406
878,Zhao,2009,Appl. Phys. Lett.,10.1063/1.3143626,ZrSiO Si=0% 300C; k=32; Si reduces k but improves thermal stability,ZrSiO,Si,0,tetragonal,5.0,300,TDMAZ+TEOS,O3,50,,,,,,0,,1.0,900,30s,N2,,,,,,,,Si,(100),SiO2,0.5,TaN,30,p-type,1000000000000000.0,5.0,0.9,,32,,,,,,,,,1e-07,8.5,,,,,,,stable,,,,,,,,,,,,v8,,407
879,Zhao,2009,Appl. Phys. Lett.,10.1063/1.3143626,ZrSiO Si=5% 300C; k=25; Si reduces k but improves thermal stability,ZrSiO,Si,5,amorphous,5.0,300,TDMAZ+TEOS,O3,50,,,,,,5,,1.0,900,30s,N2,,,,,,,,Si,(100),SiO2,0.5,TaN,30,p-type,1000000000000000.0,5.0,1.0,,25,,,,,,,,,1e-07,8.5,,,,,,,stable,,,,,,,,,,,,v8,,408
880,Zhao,2009,Appl. Phys. Lett.,10.1063/1.3143626,ZrSiO Si=10% 300C; k=20; Si reduces k but improves thermal stability,ZrSiO,Si,10,amorphous,5.0,300,TDMAZ+TEOS,O3,50,,,,,,10,,1.0,900,30s,N2,,,,,,,,Si,(100),SiO2,0.5,TaN,30,p-type,1000000000000000.0,5.0,1.1,,20,,,,,,,,,1e-07,8.5,,,,,,,stable,,,,,,,,,,,,v8,,409
881,Zhao,2009,Appl. Phys. Lett.,10.1063/1.3143626,ZrSiO Si=15% 300C; k=16; Si reduces k but improves thermal stability,ZrSiO,Si,15,amorphous,5.0,300,TDMAZ+TEOS,O3,50,,,,,,15,,1.0,900,30s,N2,,,,,,,,Si,(100),SiO2,0.5,TaN,30,p-type,1000000000000000.0,5.0,1.3,,16,,,,,,,,,1e-07,8.5,,,,,,,stable,,,,,,,,,,,,v8,,410
882,Zhao,2009,Appl. Phys. Lett.,10.1063/1.3143626,ZrSiO Si=20% 300C; k=13; Si reduces k but improves thermal stability,ZrSiO,Si,20,amorphous,5.0,300,TDMAZ+TEOS,O3,50,,,,,,20,,1.0,900,30s,N2,,,,,,,,Si,(100),SiO2,0.5,TaN,30,p-type,1000000000000000.0,5.0,1.6,,13,,,,,,,,,1e-07,8.5,,,,,,,stable,,,,,,,,,,,,v8,,411
883,Kyrkis,2021,J. Mater. Chem. C,10.1039/D1TC00501D,LaYO La=100% ALD 300C; k=27; mixed rare-earth oxide,LaYO,Y,0,hexagonal,10.0,300,La(NMe2iPr)3+Y(thd)3,O3,100,,,,,,0,,0.9,700,30s,N2,,,,,,,,Si,(100),SiO2,0.5,TaN,30,p-type,1000000000000000.0,10.0,1.2,,27,,,,,,,,,1e-07,7.5,,,,,,,stable,,,,,,,,,,,,v8,,412
884,Kyrkis,2021,J. Mater. Chem. C,10.1039/D1TC00501D,LaYO La=75% ALD 300C; k=24; mixed rare-earth oxide,LaYO,Y,25,amorphous,10.0,300,La(NMe2iPr)3+Y(thd)3,O3,100,,,,,,25,,0.9,700,30s,N2,,,,,,,,Si,(100),SiO2,0.5,TaN,30,p-type,1000000000000000.0,10.0,1.2,,24,,,,,,,,,1e-07,7.5,,,,,,,stable,,,,,,,,,,,,v8,,413
885,Kyrkis,2021,J. Mater. Chem. C,10.1039/D1TC00501D,LaYO La=50% ALD 300C; k=20; mixed rare-earth oxide,LaYO,Y,50,cubic,10.0,300,La(NMe2iPr)3+Y(thd)3,O3,100,,,,,,50,,0.9,700,30s,N2,,,,,,,,Si,(100),SiO2,0.5,TaN,30,p-type,1000000000000000.0,10.0,1.2,,20,,,,,,,,,1e-07,7.5,,,,,,,stable,,,,,,,,,,,,v8,,414
886,Kyrkis,2021,J. Mater. Chem. C,10.1039/D1TC00501D,LaYO La=25% ALD 300C; k=17; mixed rare-earth oxide,LaYO,Y,75,cubic,10.0,300,La(NMe2iPr)3+Y(thd)3,O3,100,,,,,,75,,0.9,700,30s,N2,,,,,,,,Si,(100),SiO2,0.5,TaN,30,p-type,1000000000000000.0,10.0,1.2,,17,,,,,,,,,1e-07,7.5,,,,,,,stable,,,,,,,,,,,,v8,,415
887,Kyrkis,2021,J. Mater. Chem. C,10.1039/D1TC00501D,LaYO La=0% ALD 300C; k=15; mixed rare-earth oxide,LaYO,Y,100,cubic,10.0,300,La(NMe2iPr)3+Y(thd)3,O3,100,,,,,,100,,0.9,700,30s,N2,,,,,,,,Si,(100),SiO2,0.5,TaN,30,p-type,1000000000000000.0,10.0,1.2,,15,,,,,,,,,1e-07,7.5,,,,,,,stable,,,,,,,,,,,,v8,,416
888,Kim,2016,J. Alloys Compounds,10.1016/j.jallcom.2016.05.018,AlTiO Al=0% ALD 250C; k=55; Al lowers k but improves EBD,AlTiO,Al,0,anatase,10.0,250,TMA+TDMAT,H2O,100,,,,,,0,,0.8,500,30s,N2,,,,,,,,Si,(100),SiO2,0.5,Al,50,p-type,1000000000000000.0,10.0,,,55,,,,,,,,,1e-08,8.0,,,,,,,stable,,,,,,,,,,,,v8,,417
889,Kim,2016,J. Alloys Compounds,10.1016/j.jallcom.2016.05.018,AlTiO Al=10% ALD 250C; k=35; Al lowers k but improves EBD,AlTiO,Al,10,amorphous,10.0,250,TMA+TDMAT,H2O,100,,,,,,10,,0.8,500,30s,N2,,,,,,,,Si,(100),SiO2,0.5,Al,50,p-type,1000000000000000.0,10.0,,,35,,,,,,,,,1e-08,8.0,,,,,,,stable,,,,,,,,,,,,v8,,418
890,Kim,2016,J. Alloys Compounds,10.1016/j.jallcom.2016.05.018,AlTiO Al=20% ALD 250C; k=25; Al lowers k but improves EBD,AlTiO,Al,20,amorphous,10.0,250,TMA+TDMAT,H2O,100,,,,,,20,,0.8,500,30s,N2,,,,,,,,Si,(100),SiO2,0.5,Al,50,p-type,1000000000000000.0,10.0,,,25,,,,,,,,,1e-08,8.0,,,,,,,stable,,,,,,,,,,,,v8,,419
891,Kim,2016,J. Alloys Compounds,10.1016/j.jallcom.2016.05.018,AlTiO Al=30% ALD 250C; k=18; Al lowers k but improves EBD,AlTiO,Al,30,amorphous,10.0,250,TMA+TDMAT,H2O,100,,,,,,30,,0.8,500,30s,N2,,,,,,,,Si,(100),SiO2,0.5,Al,50,p-type,1000000000000000.0,10.0,,,18,,,,,,,,,1e-08,8.0,,,,,,,stable,,,,,,,,,,,,v8,,420
892,Kim,2016,J. Alloys Compounds,10.1016/j.jallcom.2016.05.018,AlTiO Al=50% ALD 250C; k=12; Al lowers k but improves EBD,AlTiO,Al,50,amorphous,10.0,250,TMA+TDMAT,H2O,100,,,,,,50,,0.8,500,30s,N2,,,,,,,,Si,(100),SiO2,0.5,Al,50,p-type,1000000000000000.0,10.0,,,12,,,,,,,,,1e-08,8.0,,,,,,,stable,,,,,,,,,,,,v8,,421
893,Kim,2016,J. Alloys Compounds,10.1016/j.jallcom.2016.05.018,AlTiO Al=100% ALD 250C; k=7.5; Al lowers k but improves EBD,AlTiO,Al,100,amorphous,10.0,250,TMA+TDMAT,H2O,100,,,,,,100,,0.8,500,30s,N2,,,,,,,,Si,(100),SiO2,0.5,Al,50,p-type,1000000000000000.0,10.0,,,7.5,,,,,,,,,1e-08,8.0,,,,,,,stable,,,,,,,,,,,,v8,,422
894,Park,2016,J. Appl. Phys.,10.1063/1.4959607,HfO2/TiO2 nanolaminate 1:1 ALD 300C; k=28; EOT=1.0nm,HfO2/TiO2_nanolaminate,Ti,30,amorphous,10.0,300,TEMAH+TDMAT,H2O,100,,,,,,,,1.0,600,30s,N2,,,,,,,,Si,(100),SiO2,0.5,TiN,20,p-type,1000000000000000.0,10.0,1.0,,28,,,,,,,,,5e-08,8.0,,,,,,,stable,,,,,,,,,,,,v8,,423
895,Park,2016,J. Appl. Phys.,10.1063/1.4959607,HfO2/TiO2 nanolaminate 2:1 ALD 300C; k=24; EOT=1.1nm,HfO2/TiO2_nanolaminate,Ti,30,amorphous,10.0,300,TEMAH+TDMAT,H2O,100,,,,,,,,1.0,600,30s,N2,,,,,,,,Si,(100),SiO2,0.5,TiN,20,p-type,1000000000000000.0,10.0,1.1,,24,,,,,,,,,5e-08,8.0,,,,,,,stable,,,,,,,,,,,,v8,,424
896,Park,2016,J. Appl. Phys.,10.1063/1.4959607,HfO2/TiO2 nanolaminate 3:1 ALD 300C; k=22; EOT=1.15nm,HfO2/TiO2_nanolaminate,Ti,30,amorphous,10.0,300,TEMAH+TDMAT,H2O,100,,,,,,,,1.0,600,30s,N2,,,,,,,,Si,(100),SiO2,0.5,TiN,20,p-type,1000000000000000.0,10.0,1.15,,22,,,,,,,,,5e-08,8.0,,,,,,,stable,,,,,,,,,,,,v8,,425
897,Park,2016,J. Appl. Phys.,10.1063/1.4959607,HfO2/TiO2 nanolaminate 1:2 ALD 300C; k=32; EOT=0.95nm,HfO2/TiO2_nanolaminate,Ti,30,amorphous,10.0,300,TEMAH+TDMAT,H2O,100,,,,,,,,1.0,600,30s,N2,,,,,,,,Si,(100),SiO2,0.5,TiN,20,p-type,1000000000000000.0,10.0,0.95,,32,,,,,,,,,5e-08,8.0,,,,,,,stable,,,,,,,,,,,,v8,,426
898,Park,2016,J. Appl. Phys.,10.1063/1.4959607,HfO2/TiO2 nanolaminate 1:3 ALD 300C; k=38; EOT=0.85nm,HfO2/TiO2_nanolaminate,Ti,30,amorphous,10.0,300,TEMAH+TDMAT,H2O,100,,,,,,,,1.0,600,30s,N2,,,,,,,,Si,(100),SiO2,0.5,TiN,20,p-type,1000000000000000.0,10.0,0.85,,38,,,,,,,,,5e-08,8.0,,,,,,,stable,,,,,,,,,,,,v8,,427
899,Klenov,2005,Appl. Phys. Lett.,10.1063/1.2040014,SrHfO3 Sr=0% ALD 300C; k=20; perovskite high-k,SrHfO3,Sr,0,monoclinic,10.0,300,TEMAH+Sr(thd)2,O3,100,,,,,,0,,1.0,800,60s,O2,,,,,,,,Si,(100),SrSiOx,0.5,Pt,30,p-type,1000000000000000.0,10.0,,,20,,,,,,,,,1e-05,4.0,,,,,,,metastable,,,,,,,,,,,,v8,,428
900,Klenov,2005,Appl. Phys. Lett.,10.1063/1.2040014,SrHfO3 Sr=25% ALD 300C; k=30; perovskite high-k,SrHfO3,Sr,25,amorphous,10.0,300,TEMAH+Sr(thd)2,O3,100,,,,,,25,,1.0,800,60s,O2,,,,,,,,Si,(100),SrSiOx,0.5,Pt,30,p-type,1000000000000000.0,10.0,,,30,,,,,,,,,1e-05,4.0,,,,,,,metastable,,,,,,,,,,,,v8,,429
901,Klenov,2005,Appl. Phys. Lett.,10.1063/1.2040014,SrHfO3 Sr=50% ALD 300C; k=35; perovskite high-k,SrHfO3,Sr,50,perovskite_amorphous,10.0,300,TEMAH+Sr(thd)2,O3,100,,,,,,50,,1.0,800,60s,O2,,,,,,,,Si,(100),SrSiOx,0.5,Pt,30,p-type,1000000000000000.0,10.0,,,35,,,,,,,,,1e-05,4.0,,,,,,,metastable,,,,,,,,,,,,v8,,430
902,Klenov,2005,Appl. Phys. Lett.,10.1063/1.2040014,SrHfO3 Sr=75% ALD 300C; k=40; perovskite high-k,SrHfO3,Sr,75,perovskite,10.0,300,TEMAH+Sr(thd)2,O3,100,,,,,,75,,1.0,800,60s,O2,,,,,,,,Si,(100),SrSiOx,0.5,Pt,30,p-type,1000000000000000.0,10.0,,,40,,,,,,,,,1e-05,4.0,,,,,,,metastable,,,,,,,,,,,,v8,,431
903,Klenov,2005,Appl. Phys. Lett.,10.1063/1.2040014,SrHfO3 Sr=100% ALD 300C; k=60; perovskite high-k,SrHfO3,Sr,100,perovskite,10.0,300,TEMAH+Sr(thd)2,O3,100,,,,,,100,,1.0,800,60s,O2,,,,,,,,Si,(100),SrSiOx,0.5,Pt,30,p-type,1000000000000000.0,10.0,,,60,,,,,,,,,1e-05,4.0,,,,,,,metastable,,,,,,,,,,,,v8,,432
904,Choi,2011,J. Electrochem. Soc.,10.1149/1.3569756,HfSiON N=0at% ALD; k=15; N-passivated interface,HfSiON,Si+N,15,amorphous,5.0,300,TEMAH+TEOS,N2O_plasma,50,,,,,,,,1.0,900,30s,N2,,,,,,,,Si,(100),SiON,0.5,TaN,30,p-type,1000000000000000.0,5.0,1.0,,15,,,,,,,,,1e-08,9.0,,,,,,,stable,300000000000.0,,,,,,0,,,,,v8,,433
905,Choi,2011,J. Electrochem. Soc.,10.1149/1.3569756,HfSiON N=2at% ALD; k=16; N-passivated interface,HfSiON,Si+N,15,amorphous,5.0,300,TEMAH+TEOS,N2O_plasma,50,,,,,,,,1.0,900,30s,N2,,,,,,,,Si,(100),SiON,0.5,TaN,30,p-type,1000000000000000.0,5.0,1.0,,16,,,,,,,,,1e-08,9.0,,,,,,,stable,200000000000.0,,,,,,2,,,,,v8,,434
906,Choi,2011,J. Electrochem. Soc.,10.1149/1.3569756,HfSiON N=5at% ALD; k=17; N-passivated interface,HfSiON,Si+N,15,amorphous,5.0,300,TEMAH+TEOS,N2O_plasma,50,,,,,,,,1.0,900,30s,N2,,,,,,,,Si,(100),SiON,0.5,TaN,30,p-type,1000000000000000.0,5.0,0.95,,17,,,,,,,,,1e-08,9.0,,,,,,,stable,100000000000.0,,,,,,5,,,,,v8,,435
907,Choi,2011,J. Electrochem. Soc.,10.1149/1.3569756,HfSiON N=8at% ALD; k=18; N-passivated interface,HfSiON,Si+N,15,amorphous,5.0,300,TEMAH+TEOS,N2O_plasma,50,,,,,,,,1.0,900,30s,N2,,,,,,,,Si,(100),SiON,0.5,TaN,30,p-type,1000000000000000.0,5.0,0.9,,18,,,,,,,,,1e-08,9.0,,,,,,,stable,80000000000.0,,,,,,8,,,,,v8,,436
908,Choi,2011,J. Electrochem. Soc.,10.1149/1.3569756,HfSiON N=10at% ALD; k=18; N-passivated interface,HfSiON,Si+N,15,amorphous,5.0,300,TEMAH+TEOS,N2O_plasma,50,,,,,,,,1.0,900,30s,N2,,,,,,,,Si,(100),SiON,0.5,TaN,30,p-type,1000000000000000.0,5.0,0.9,,18,,,,,,,,,1e-08,9.0,,,,,,,stable,100000000000.0,,,,,,10,,,,,v8,,437
909,Kukli,2009,J. Electrochem. Soc.,10.1149/1.3143568,Sc2O3 Sc(thd)3/O3 175C; k=12; large band gap ~6.3eV,Sc2O3,,0,cubic,10.0,175,Sc(thd)3,O3,100,3,30,5,30,0.0001,,,0.7,700,30s,N2,,,,,,,,Si,(100),SiO2,0.5,Au,50,p-type,1000000000000000.0,10.0,,,12,,,,,,,,,1e-08,10.0,,,,,,,stable,,,,3.5,2.1,,,,,,,v8,,438
910,Kukli,2009,J. Electrochem. Soc.,10.1149/1.3143568,Sc2O3 Sc(thd)3/O3 225C; k=14; large band gap ~6.3eV,Sc2O3,,0,cubic,10.0,225,Sc(thd)3,O3,100,3,30,5,30,0.0001,,,0.75,700,30s,N2,,,,,,,,Si,(100),SiO2,0.5,Au,50,p-type,1000000000000000.0,10.0,,,14,,,,,,,,,1e-08,10.0,,,,,,,stable,,,,3.5,2.1,,,,,,,v8,,439
911,Kukli,2009,J. Electrochem. Soc.,10.1149/1.3143568,Sc2O3 Sc(thd)3/O3 275C; k=15; large band gap ~6.3eV,Sc2O3,,0,cubic,10.0,275,Sc(thd)3,O3,100,3,30,5,30,0.0001,,,0.7,700,30s,N2,,,,,,,,Si,(100),SiO2,0.5,Au,50,p-type,1000000000000000.0,10.0,,,15,,,,,,,,,1e-08,10.0,,,,,,,stable,,,,3.5,2.1,,,,,,,v8,,440
912,Kukli,2009,J. Electrochem. Soc.,10.1149/1.3143568,Sc2O3 Sc(thd)3/O3 325C; k=14; large band gap ~6.3eV,Sc2O3,,0,cubic,10.0,325,Sc(thd)3,O3,100,3,30,5,30,0.0001,,,0.6,700,30s,N2,,,,,,,,Si,(100),SiO2,0.5,Au,50,p-type,1000000000000000.0,10.0,,,14,,,,,,,,,1e-08,10.0,,,,,,,stable,,,,3.5,2.1,,,,,,,v8,,441
913,Lupan,2010,J. Alloys Compounds,10.1016/j.jallcom.2010.06.085,Pr2O3 Pr(thd)3/O3 200C; k=20; Pr 4f states enhance k,Pr2O3,,0,amorphous,10.0,200,Pr(thd)3,O3,100,3,30,5,30,0.0001,,,1.0,700,30s,N2,,,,,,,,Si,(100),PrSiOx,0.5,TaN,30,p-type,1000000000000000.0,10.0,,,20,,,,,,,,,1e-06,5.5,,,,,,,unstable,,,,2.7,0.8,,,,,,,v8,,442
914,Lupan,2010,J. Alloys Compounds,10.1016/j.jallcom.2010.06.085,Pr2O3 Pr(thd)3/O3 250C; k=25; Pr 4f states enhance k,Pr2O3,,0,cubic,10.0,250,Pr(thd)3,O3,100,3,30,5,30,0.0001,,,0.9,700,30s,N2,,,,,,,,Si,(100),PrSiOx,0.5,TaN,30,p-type,1000000000000000.0,10.0,,,25,,,,,,,,,1e-06,5.5,,,,,,,unstable,,,,2.7,0.8,,,,,,,v8,,443
915,Lupan,2010,J. Alloys Compounds,10.1016/j.jallcom.2010.06.085,Pr2O3 Pr(thd)3/O3 300C; k=26; Pr 4f states enhance k,Pr2O3,,0,cubic,10.0,300,Pr(thd)3,O3,100,3,30,5,30,0.0001,,,0.85,700,30s,N2,,,,,,,,Si,(100),PrSiOx,0.5,TaN,30,p-type,1000000000000000.0,10.0,,,26,,,,,,,,,1e-06,5.5,,,,,,,unstable,,,,2.7,0.8,,,,,,,v8,,444
916,Lupan,2010,J. Alloys Compounds,10.1016/j.jallcom.2010.06.085,Pr2O3 Pr(thd)3/O3 350C; k=24; Pr 4f states enhance k,Pr2O3,,0,cubic,10.0,350,Pr(thd)3,O3,100,3,30,5,30,0.0001,,,0.75,700,30s,N2,,,,,,,,Si,(100),PrSiOx,0.5,TaN,30,p-type,1000000000000000.0,10.0,,,24,,,,,,,,,1e-06,5.5,,,,,,,unstable,,,,2.7,0.8,,,,,,,v8,,445
917,Kukli,2007,J. Electrochem. Soc.,10.1149/1.2799539,Nd2O3 Nd(thd)3/O3 200C; k=18; Nd oxide high-k,Nd2O3,,0,amorphous,10.0,200,Nd(thd)3,O3,100,3,30,5,30,0.0001,,,0.95,700,30s,N2,,,,,,,,Si,(100),NdSiOx,0.5,TaN,30,p-type,1000000000000000.0,10.0,,,18,,,,,,,,,5e-07,6.5,,,,,,,unstable,,,,2.5,1.0,,,,,,,v8,,446
918,Kukli,2007,J. Electrochem. Soc.,10.1149/1.2799539,Nd2O3 Nd(thd)3/O3 250C; k=22; Nd oxide high-k,Nd2O3,,0,hexagonal,10.0,250,Nd(thd)3,O3,100,3,30,5,30,0.0001,,,0.9,700,30s,N2,,,,,,,,Si,(100),NdSiOx,0.5,TaN,30,p-type,1000000000000000.0,10.0,,,22,,,,,,,,,5e-07,6.5,,,,,,,unstable,,,,2.5,1.0,,,,,,,v8,,447
919,Kukli,2007,J. Electrochem. Soc.,10.1149/1.2799539,Nd2O3 Nd(thd)3/O3 300C; k=24; Nd oxide high-k,Nd2O3,,0,hexagonal,10.0,300,Nd(thd)3,O3,100,3,30,5,30,0.0001,,,0.85,700,30s,N2,,,,,,,,Si,(100),NdSiOx,0.5,TaN,30,p-type,1000000000000000.0,10.0,,,24,,,,,,,,,5e-07,6.5,,,,,,,unstable,,,,2.5,1.0,,,,,,,v8,,448
920,Kukli,2007,J. Electrochem. Soc.,10.1149/1.2799539,Nd2O3 Nd(thd)3/O3 350C; k=22; Nd oxide high-k,Nd2O3,,0,hexagonal,10.0,350,Nd(thd)3,O3,100,3,30,5,30,0.0001,,,0.75,700,30s,N2,,,,,,,,Si,(100),NdSiOx,0.5,TaN,30,p-type,1000000000000000.0,10.0,,,22,,,,,,,,,5e-07,6.5,,,,,,,unstable,,,,2.5,1.0,,,,,,,v8,,449
921,Son,2020,ACS Appl. Electron. Mater.,10.1021/acsaelm.0c00413,Ga2O3 TMG/O3 200C; k=10; amorphous-Ga2O3 power device,Ga2O3,,0,amorphous,10.0,200,TMGa,O3,100,1,15,3,15,0.0001,,,1.1,600,30s,N2,,,,,,,,Si,(100),SiO2,0.5,Au,50,p-type,1000000000000000.0,10.0,,,10,,,,,,,,,1e-08,9.0,,,,,,,stable,,,,4.0,0.2,,,,,,,v8,,450
922,Son,2020,ACS Appl. Electron. Mater.,10.1021/acsaelm.0c00413,Ga2O3 TMG/O3 250C; k=12; epsilon-Ga2O3 power device,Ga2O3,,0,epsilon,10.0,250,TMGa,O3,100,1,15,3,15,0.0001,,,1.0,600,30s,N2,,,,,,,,Si,(100),SiO2,0.5,Au,50,p-type,1000000000000000.0,10.0,,,12,,,,,,,,,1e-08,9.0,,,,,,,stable,,,,4.0,0.2,,,,,,,v8,,451
923,Son,2020,ACS Appl. Electron. Mater.,10.1021/acsaelm.0c00413,Ga2O3 TMG/O3 300C; k=13; epsilon-Ga2O3 power device,Ga2O3,,0,epsilon,10.0,300,TMGa,O3,100,1,15,3,15,0.0001,,,0.95,600,30s,N2,,,,,,,,Si,(100),SiO2,0.5,Au,50,p-type,1000000000000000.0,10.0,,,13,,,,,,,,,1e-08,9.0,,,,,,,stable,,,,4.0,0.2,,,,,,,v8,,452
924,Son,2020,ACS Appl. Electron. Mater.,10.1021/acsaelm.0c00413,Ga2O3 TMG/O3 400C; k=15; beta-Ga2O3 power device,Ga2O3,,0,beta,10.0,400,TMGa,O3,100,1,15,3,15,0.0001,,,0.85,600,30s,N2,,,,,,,,Si,(100),SiO2,0.5,Au,50,p-type,1000000000000000.0,10.0,,,15,,,,,,,,,1e-08,9.0,,,,,,,stable,,,,4.0,0.2,,,,,,,v8,,453
925,Son,2020,ACS Appl. Electron. Mater.,10.1021/acsaelm.0c00413,Ga2O3 TMG/O3 500C; k=16; beta-Ga2O3 power device,Ga2O3,,0,beta,10.0,500,TMGa,O3,100,1,15,3,15,0.0001,,,0.7,600,30s,N2,,,,,,,,Si,(100),SiO2,0.5,Au,50,p-type,1000000000000000.0,10.0,,,16,,,,,,,,,1e-08,9.0,,,,,,,stable,,,,4.0,0.2,,,,,,,v8,,454
926,Vehkamaki,2004,J. Crystal Growth,10.1016/j.jcrysgro.2004.08.035,Nb2O5 NbCl5/H2O 150C; k=20; MIM capacitor,Nb2O5,,0,amorphous,15.0,150,NbCl5,H2O,150,3,25,5,25,0.0001,,,0.5,600,30s,N2,,,,,,,,TiN,,none,0,TiN,30,n-type,1e+18,15.0,,,20,,,,,,0.008,,,1e-05,4.5,,,,,,,stable,,,,,,,,,,,,v8,,455
927,Vehkamaki,2004,J. Crystal Growth,10.1016/j.jcrysgro.2004.08.035,Nb2O5 NbCl5/H2O 200C; k=30; MIM capacitor,Nb2O5,,0,amorphous,15.0,200,NbCl5,H2O,150,3,25,5,25,0.0001,,,0.6,600,30s,N2,,,,,,,,TiN,,none,0,TiN,30,n-type,1e+18,15.0,,,30,,,,,,0.008,,,1e-05,4.5,,,,,,,stable,,,,,,,,,,,,v8,,456
928,Vehkamaki,2004,J. Crystal Growth,10.1016/j.jcrysgro.2004.08.035,Nb2O5 NbCl5/H2O 250C; k=38; MIM capacitor,Nb2O5,,0,amorphous,15.0,250,NbCl5,H2O,150,3,25,5,25,0.0001,,,0.65,600,30s,N2,,,,,,,,TiN,,none,0,TiN,30,n-type,1e+18,15.0,,,38,,,,,,0.008,,,1e-05,4.5,,,,,,,stable,,,,,,,,,,,,v8,,457
929,Vehkamaki,2004,J. Crystal Growth,10.1016/j.jcrysgro.2004.08.035,Nb2O5 NbCl5/H2O 300C; k=40; MIM capacitor,Nb2O5,,0,amorphous,15.0,300,NbCl5,H2O,150,3,25,5,25,0.0001,,,0.6,600,30s,N2,,,,,,,,TiN,,none,0,TiN,30,n-type,1e+18,15.0,,,40,,,,,,0.008,,,1e-05,4.5,,,,,,,stable,,,,,,,,,,,,v8,,458
930,Vehkamaki,2004,J. Crystal Growth,10.1016/j.jcrysgro.2004.08.035,Nb2O5 NbCl5/H2O 350C; k=35; MIM capacitor,Nb2O5,,0,amorphous,15.0,350,NbCl5,H2O,150,3,25,5,25,0.0001,,,0.5,600,30s,N2,,,,,,,,TiN,,none,0,TiN,30,n-type,1e+18,15.0,,,35,,,,,,0.008,,,1e-05,4.5,,,,,,,stable,,,,,,,,,,,,v8,,459
